"","Scleractinian","Gorgonia","Black_coral","Hydroids","Cnidaria (non Scleractinian)","Sponges","Fleshy macroalgae","Crustose algae","Halimeda","Others","CCA"
"60_TUARAR1_24",29.33,0,0,0,0,40,0,0,0,0,1.33
"60_TUARAR1_25",18.65,0,0,0,0,0,0,0,0,0,2.67
"60_TUARAR1_26",26.66,0,0,0,0,1.33,1.33,4,0,0,0
"60_TUARAR1_27",66.67,0,0,0,0,8,0,0,0,0,0
"60_TUARAR1_28",39.99,0,0,0,0,10.67,0,0,0,0,6.67
"60_TUARAR1_29",5.33,0,0,0,0,9.33,0,0,0,0,16
"60_TUARAR1_30",68,0,0,0,0,10.67,0,0,0,0,4
"60_TUARAR2_1",16,0,0,0,0,5.33,0,0,0,0,6.67
"60_TUARAR2_2",9.33,0,0,0,0,21.33,0,0,0,0,5.33
"60_TUARAR2_3",5.32,0,0,0,0,5.33,0,0,0,0,0
"60_TUARAR2_4",13.33,0,0,0,0,4,0,0,0,0,4
"60_TUARAR2_5",8,0,0,0,0,1.33,0,0,0,0,1.33
"60_TUARAR2_6",12,0,0,0,0,10.66,0,0,0,0,6.67
"60_TUARAR2_7",2.66,0,0,0,0,13.33,0,0,0,0,4
"60_TUARAR2_8",18.67,0,0,0,0,6.66,0,0,0,0,4
"60_TUARAR2_9",18.66,0,0,0,0,12,0,0,0,0,1.33
"60_TUARAR2_10",15.99,0,0,0,0,30.67,0,0,0,0,2.67
"60_TUARAR2_11",34.65,0,0,0,0,37.33,0,0,0,0,4
"60_TUARAR2_12",33.33,0,0,0,0,1.33,0,0,0,0,10.67
"60_TUARAR2_13",53.33,0,0,0,0,24,0,0,0,0,5.33
"60_TUARAR2_14",35.99,0,0,0,0,25.33,0,0,0,0,9.33
"60_TUARAR2_15",49.34,0,0,0,0,14.67,0,0,0,0,5.33
"60_TUARAR2_16",13.34,0,0,0,0,4,0,0,0,0,0
"60_TUARAR2_17",29.33,0,0,0,0,25.33,0,0,0,2.67,4
"60_TUARAR2_18",24,0,0,0,0,13.33,0,0,0,0,0
"60_TUARAR2_19",34.66,0,0,0,0,17.33,0,0,0,0,5.33
"60_TUARAR2_20",14.66,0,0,0,0,2.67,0,0,0,0,2.67
"60_TUARAR2_21",8,0,0,0,0,0,0,0,0,0,4
"60_TUARAR2_22",18.67,0,0,0,0,2.67,0,0,0,0,1.33
"60_TUARAR2_23",0,0,0,0,0,2.67,0,0,0,0,5.33
"60_TUARAR2_24",18.67,0,0,0,0,6.67,0,0,0,0,4
"60_TUARAR2_25",18.67,0,0,0,0,4,0,0,0,0,0
"60_TUARAR2_26",5.33,0,0,0,0,1.33,0,0,0,0,10.67
"60_TUARAR2_27",4,0,0,0,0,6.67,0,0,0,0,1.33
"60_TUARAR2_28",8,0,0,0,0,20,0,0,0,0,13.33
"60_TUARAR2_29",13.33,0,0,0,0,9.33,0,0,0,0,4
"60_TUARAR2_30",17.32,0,0,0,0,16,0,0,0,0,0
"60_TUATIK1_1",53.34,0,0,0,0,1.33,0,0,0,0,16
"60_TUATIK1_2",10.66,0,0,0,0,2.67,0,0,0,0,12
"60_TUATIK1_3",45.33,0,0,0,0,5.33,1.33,0,0,0,12
"60_TUATIK1_4",20,0,0,0,0,0,0,0,0,0,12
"60_TUATIK1_5",37.33,0,0,0,0,1.33,0,0,0,0,10.67
"60_TUATIK1_6",20,0,0,0,0,2.67,1.33,1.33,0,0,5.33
"60_TUATIK1_7",49.33,0,0,0,0,5.33,0,0,0,0,2.67
"60_TUATIK1_8",13.33,0,0,0,0,0,0,0,0,0,14.67
"60_TUATIK1_9",21.33,0,0,0,0,16,0,0,0,0,2.67
"60_TUATIK1_10",30.66,0,0,0,0,0,0,0,0,0,10.67
"60_TUATIK1_11",44,0,0,0,0,5.33,0,0,0,1.33,22.67
"60_TUATIK1_12",32,0,0,0,0,0,0,0,0,0,16
"60_TUATIK1_13",26.66,0,0,0,0,2.67,4,0,0,0,29.33
"60_TUATIK1_14",37.33,0,0,0,1.33,22.67,0,0,0,0,2.67
"60_TUATIK1_15",48,0,0,0,0,6.67,0,0,0,0,2.67
"60_TUATIK1_16",41.33,0,0,0,0,0,1.33,0,0,0,6.67
"60_TUATIK1_17",22.66,0,0,0,0,4,0,0,0,0,1.33
"60_TUATIK1_18",39.99,0,0,0,0,4,0,0,0,0,4
"60_TUATIK1_19",44,0,0,0,0,37.33,0,0,0,1.33,0
"60_TUATIK1_20",26.66,0,0,0,0,9.33,1.33,0,0,0,1.33
"60_TUATIK1_21",34.66,0,0,0,0,1.33,0,0,0,0,25.33
"60_TUATIK1_22",37.34,0,0,0,0,10.67,0,0,0,0,2.67
"60_TUATIK1_23",22.66,0,0,0,0,20,0,1.33,0,0,17.33
"60_TUATIK1_24",14.67,0,0,0,0,0,0,0,0,0,2.67
"60_TUATIK1_25",9.33,0,0,0,0,0,0,0,0,0,5.33
"60_TUATIK1_26",35.99,0,0,0,0,0,0,0,0,1.33,29.33
"60_TUATIK1_27",21.34,0,0,0,0,4,0,0,0,0,41.33
"60_TUATIK1_28",34.66,0,0,0,0,1.33,1.33,0,0,0,8
"60_TUATIK1_29",53.33,1.33,0,0,1.33,1.33,0,0,0,1.33,12
"60_TUATIK1_30",43.99,0,0,0,0,24,0,0,0,0,8
"60_TUATIK2_1",47.99,0,0,0,1.33,17.33,0,0,2.67,0,4
"60_TUATIK2_2",70.66,0,0,0,0,4,0,0,0,0,6.67
"60_TUATIK2_3",69.33,0,0,0,0,14.67,6.67,0,0,0,1.33
"60_TUATIK2_4",42.66,0,0,0,0,22.67,0,0,2.67,1.33,6.67
"60_TUATIK2_5",60.01,0,0,0,0,10.67,4,0,1.33,0,2.67
"60_TUATIK2_6",42.66,0,0,0,0,5.33,4,0,6.67,4,10.67
"60_TUATIK2_7",74.66,0,0,0,0,1.33,2.67,0,0,0,1.33
"60_TUATIK2_8",13.33,0,0,0,0,1.33,0,0,0,0,0
"60_TUATIK2_9",20,0,0,0,0,5.33,0,0,0,0,2.67
"60_TUATIK2_10",9.33,0,0,0,0,0,0,0,0,0,1.33
"60_TUATIK2_11",29.33,0,0,0,0,10.66,8,0,2.67,0,6.67
"60_TUATIK2_12",7.99,0,0,0,0,0,0,0,2.67,0,8
"60_TUATIK2_13",26.67,0,0,0,0,16,0,0,0,0,6.67
"60_TUATIK2_14",68,0,0,0,0,6.67,0,0,0,0,0
"60_TUATIK2_15",26.66,0,0,0,0,0,0,0,0,0,5.33
"60_TUATIK2_16",50.67,0,0,0,0,8,0,0,0,0,4
"60_TUATIK2_17",30.66,0,1.33,0,0,6.67,5.33,0,0,0,4
"60_TUATIK2_18",0,0,0,0,0,0,1.33,0,0,0,0
"60_TUATIK2_19",26.67,0,0,0,0,4,4,0,4,0,4
"60_TUATIK2_20",30.67,0,0,0,0,0,1.33,0,0,0,4
"60_TUATIK2_21",25.33,0,0,0,0,2.67,0,0,0,0,1.33
"60_TUATIK2_22",14.66,0,0,0,0,17.34,9.33,0,2.67,1.33,2.67
"60_TUATIK2_23",16,0,0,0,0,4,0,0,0,0,10.66
"60_TUATIK2_24",52,0,0,0,0,9.33,6.66,0,1.33,0,6.67
"60_TUATIK2_25",44.01,0,0,0,0,18.66,0,0,0,0,5.33
"60_TUATIK2_26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60_TUATIK2_27",5.33,0,0,0,0,9.33,13.34,0,0,0,1.33
"60_TUATIK2_28",2.66,0,0,0,0,0,6.67,0,0,0,1.33
"60_TUATIK2_29",4,0,0,0,0,4,0,0,1.33,0,6.67
"60_TUATIK2_30",36,0,0,0,0,14.66,4,0,5.33,0,13.34
"90_GAMMAN1_1",2.67,0,0,0,0,2.67,42.67,0,0,0,0
"90_GAMMAN1_2",73.33,0,0,0,0,0,5.33,0,0,0,0
"90_GAMMAN1_3",14.66,0,0,0,0,0,40,0,0,0,0
"90_GAMMAN1_4",0,0,0,0,0,0,34.67,0,0,0,0
"90_GAMMAN1_5",4,0,0,0,0,1.33,16,0,0,0,5.33
"90_GAMMAN1_6",1.33,0,0,0,0,0,14.67,0,0,0,1.33
"90_GAMMAN1_7",11.99,0,0,0,0,0,24,1.33,0,0,1.33
"90_GAMMAN1_8",0,0,0,0,0,0,6.67,0,0,0,0
"90_GAMMAN1_9",0,0,0,0,0,0,33.33,0,0,0,0
"90_GAMMAN1_10",9.33,0,0,0,0,0,4,0,0,0,1.33
"90_GAMMAN1_11",22.67,0,0,0,0,0,46.67,0,0,0,0
"90_GAMMAN1_12",8,0,0,0,0,0,25.33,0,0,0,1.33
"90_GAMMAN1_13",4,0,0,0,0,0,8,0,0,0,1.33
"90_GAMMAN1_14",5.33,0,0,0,0,2.66,8,0,0,0,0
"90_GAMMAN1_15",18.67,0,0,0,0,0,13.33,0,0,0,0
"90_GAMMAN1_16",3.99,0,0,0,0,0,6.67,0,0,0,0
"90_GAMMAN1_17",4,0,0,0,0,1.33,10.67,0,0,0,0
"90_GAMMAN1_18",20,0,0,0,0,0,2.67,0,0,0,2.67
"90_GAMMAN1_19",21.33,0,0,0,0,0,4,0,0,0,0
"90_GAMMAN1_20",24,0,0,0,0,0,2.67,1.33,0,0,0
"90_GAMMAN1_21",25.33,0,0,0,0,0,0,0,0,0,0
"90_GAMMAN1_22",4,0,0,0,0,0,0,0,0,0,0
"90_GAMMAN1_23",6.67,0,0,0,0,0,0,0,0,0,0
"90_GAMMAN1_24",4,0,0,0,0,0,1.33,0,0,0,0
"90_GAMMAN1_25",2.66,0,0,0,0,0,0,4,0,0,0
"90_GAMMAN1_26",13.33,0,0,0,0,0,49.33,0,0,0,0
"90_GAMMAN1_27",12,0,0,0,0,0,45.33,0,0,0,0
"90_GAMMAN1_28",4,0,0,0,0,1.33,33.33,0,0,0,0
"90_GAMMAN1_29",11.99,0,0,0,0,0,61.33,0,0,0,0
"90_GAMMAN1_30",13.34,0,0,0,0,0,36,0,0,0,0
"90_GAMMAN2_1",78.67,0,0,0,0,0,0,0,0,0,0
"90_GAMMAN2_2",46.66,0,0,0,0,0,0,0,0,0,0
"90_GAMMAN2_3",67.99,0,0,0,0,0,0,0,0,0,0
"90_GAMMAN2_4",32,0,0,0,0,1.33,0,1.33,0,0,1.33
"90_GAMMAN2_5",59.99,0,0,0,0,4,0,0,0,0,6.67
"90_GAMMAN2_6",60,0,0,0,0,0,0,0,0,0,0
"90_GAMMAN2_7",62.66,0,0,0,0,1.33,0,1.33,0,0,1.33
"90_GAMMAN2_8",48,0,0,0,0,0,1.33,0,0,0,1.33
"90_GAMMAN2_9",37.33,0,0,0,0,0,2.67,1.33,0,0,0
"90_GAMMAN2_10",53.33,0,0,0,0,0,0,0,0,0,1.33
"90_GAMMAN2_11",56.01,0,0,0,0,0,0,1.33,0,0,0
"90_GAMMAN2_12",49.33,0,0,0,0,0,0,1.33,0,0,0
"90_GAMMAN2_13",100,0,0,0,0,0,0,0,0,0,0
"90_GAMMAN2_14",89.33,0,0,0,0,0,0,0,0,0,0
"90_GAMMAN2_15",64,0,0,0,0,0,0,0,0,0,1.33
"90_GAMMAN2_16",78.66,0,1.33,0,0,0,10.67,0,0,0,0
"90_GAMMAN2_17",76,0,0,0,0,0,5.33,0,0,0,0
"90_GAMMAN2_18",78.67,0,0,0,0,0,0,0,0,0,2.67
"90_GAMMAN2_19",42.66,0,0,0,0,0,1.33,0,0,0,0
"90_GAMMAN2_20",26.66,0,0,0,0,0,1.33,1.33,0,0,1.33
"90_GAMMAN2_21",28,0,0,0,0,0,0,6.67,0,0,4
"90_GAMMAN2_22",34.68,0,0,0,0,1.33,0,2.67,0,0,0
"90_GAMMAN2_23",13.33,0,0,0,1.33,0,0,0,0,0,1.33
"90_GAMMAN2_24",49.33,0,0,0,0,0,1.33,0,0,0,0
"90_GAMMAN2_25",22.66,0,5.33,0,0,0,2.67,0,0,0,0
"90_GAMMAN2_26",26.67,0,0,0,0,0,2.67,0,0,0,0
"90_GAMMAN2_27",62.67,0,0,0,0,0,0,0,0,0,0
"90_GAMMAN2_28",49.33,0,0,0,0,0,0,0,0,0,2.67
"90_GAMMAN2_29",32,0,0,0,0,0,5.33,0,0,0,0
"90_GAMMAN2_30",60,0,0,0,0,0,0,0,0,0,0
"90_SOCBOR1_1",2.66,1.33,0,0,0,1.33,0,0,0,0,37.33
"90_SOCBOR1_2",1.33,4,0,0,2.67,0,0,0,0,0,6.67
"90_SOCBOR1_3",1.33,1.33,0,0,0,0,0,0,0,0,40
"90_SOCBOR1_4",0,4,0,0,0,0,0,0,0,0,37.33
"90_SOCBOR1_5",1.33,2.67,0,0,2.67,1.33,0,0,0,0,12
"90_SOCBOR1_6",0,9.33,0,0,0,0,0,0,0,2.67,2.67
"90_SOCBOR1_7",1.33,8,0,0,1.33,2.67,0,0,0,0,8
"90_SOCBOR1_8",0,0,0,0,2.67,0,0,0,0,0,14.67
"90_SOCBOR1_9",0,5.33,0,0,6.67,0,0,0,0,1.33,45.33
"90_SOCBOR1_10",0,2.67,0,0,0,0,0,0,0,0,22.67
"90_SOCBOR1_11",0,4,0,0,1.33,4,0,0,0,0,26.67
"90_SOCBOR1_12",0,1.33,0,0,0,0,0,0,0,0,48
"90_SOCBOR1_13",0,0,0,0,5.33,2.67,0,0,0,0,25.33
"90_SOCBOR1_14",0,0,0,0,4,0,0,0,0,1.33,25.33
"90_SOCBOR1_15",2.66,0,0,0,0,0,0,0,0,0,10.67
"90_SOCBOR1_16",0,0,0,0,0,1.33,0,0,0,0,12
"90_SOCBOR1_17",0,0,0,0,1.33,0,0,0,0,0,16
"90_SOCBOR1_18",0,2.67,0,0,0,1.33,0,0,0,0,10.67
"90_SOCBOR1_19",0,2.67,0,0,1.33,0,0,0,0,0,9.33
"90_SOCBOR1_20",1.33,0,0,0,6.67,2.67,0,0,0,0,8
"90_SOCBOR1_21",0,4,0,0,0,1.33,0,0,0,0,22.67
"90_SOCBOR1_22",2.67,0,8,0,0,0,0,0,0,0,6.67
"90_SOCBOR1_23",2.66,1.33,0,0,1.33,1.33,0,0,0,1.33,40
"90_SOCBOR1_24",2.66,0,0,0,0,0,0,0,0,0,32
"90_SOCBOR1_25",0,40,0,0,0,0,0,0,0,0,12
"90_SOCBOR1_26",0,6.67,0,0,0,0,0,0,0,0,33.33
"90_SOCBOR1_27",0,0,0,0,1.33,0,0,0,0,0,30.67
"90_SOCBOR1_28",0,1.33,0,0,2.67,4,0,0,0,1.33,26.67
"90_SOCBOR1_29",0,0,14.67,0,0,1.33,0,0,0,0,36
"90_SOCBOR1_30",2.66,6.67,0,0,0,0,0,0,0,0,26.67
"90_SOCBOR2_1",13.33,0,0,2.67,0,8,0,0,0,0,16
"90_SOCBOR2_2",18.67,0,0,6.67,1.33,14.67,0,0,0,0,4
"90_SOCBOR2_3",11.99,0,0,5.33,1.33,9.33,0,0,0,0,5.33
"90_SOCBOR2_4",19.99,0,0,1.33,0,9.33,0,0,0,0,1.33
"90_SOCBOR2_5",16,0,0,8,0,13.33,0,0,0,0,16
"90_SOCBOR2_6",2.67,0,0,0,1.33,46.67,0,0,0,0,6.67
"90_SOCBOR2_7",0,0,0,0,0,2.67,0,0,0,0,0
"90_SOCBOR2_8",4,0,0,2.67,0,12,0,0,0,0,0
"90_SOCBOR2_9",1.33,0,0,0,0,0,0,0,0,0,0
"90_SOCBOR2_10",3.99,0,0,0,0,2.67,0,0,0,0,0
"90_SOCBOR2_11",5.33,0,0,0,0,12,0,0,0,0,1.33
"90_SOCBOR2_12",18.67,0,0,2.67,0,2.67,0,1.33,0,0,9.33
"90_SOCBOR2_13",2.67,0,0,5.33,1.33,1.33,0,0,0,0,1.33
"90_SOCBOR2_14",10.66,0,0,0,0,9.33,0,0,0,0,1.33
"90_SOCBOR2_15",14.67,0,0,0,0,10.67,0,0,0,0,5.33
"90_SOCBOR2_16",1.33,0,0,4,0,6.67,0,0,0,0,2.67
"90_SOCBOR2_17",4,0,0,0,0,5.33,0,0,0,0,2.67
"90_SOCBOR2_18",4,1.33,0,4,0,5.33,0,0,0,0,8
"90_SOCBOR2_19",4,0,0,5.33,0,5.33,0,0,0,1.33,1.33
"90_SOCBOR2_20",17.33,0,0,0,0,12,0,0,0,0,0
"90_SOCBOR2_21",1.33,0,0,4,0,13.34,0,0,0,0,4
"90_SOCBOR2_22",10.67,0,0,4,0,9.33,0,0,0,0,9.33
"90_SOCBOR2_23",18.66,0,0,10.67,0,1.33,0,0,0,0,5.33
"90_SOCBOR2_24",13.33,0,0,5.33,0,9.33,0,0,0,0,2.67
"90_SOCBOR2_25",4,0,0,6.67,0,5.33,1.33,0,0,0,10.67
"90_SOCBOR2_26",17.33,0,0,2.67,0,10.67,0,0,0,0,0
"90_SOCBOR2_27",8,1.33,0,4,0,12,0,0,0,0,0
"90_SOCBOR2_28",13.33,0,0,10.67,0,2.67,0,0,0,0,4
"90_SOCBOR2_29",17.33,0,0,0,0,12,0,1.33,0,0,9.33
"90_SOCBOR2_30",18.66,0,0,9.33,0,17.33,0,0,0,0,0
"90_SOCMOO1_1",1.33,0,0,0,0,21.33,0,0,0,1.33,52
"90_SOCMOO1_2",9.33,0,0,0,1.33,4,0,0,0,0,44
"90_SOCMOO1_3",5.33,1.33,0,0,0,5.33,0,0,0,0,54.67
"90_SOCMOO1_4",0,0,0,0,0,4,0,0,0,0,25.33
"90_SOCMOO1_5",0,0,0,0,1.33,5.33,0,0,0,0,13.33
"90_SOCMOO1_6",1.33,0,0,0,1.33,0,0,0,0,0,16
"90_SOCMOO1_7",0,0,0,0,0,0,0,0,0,0,18.67
"90_SOCMOO1_8",8,0,0,0,0,0,0,0,0,0,24
"90_SOCMOO1_9",1.33,0,0,0,0,0,0,0,0,0,9.33
"90_SOCMOO1_10",0,0,0,0,0,0,0,0,0,0,1.33
"90_SOCMOO1_11",0,0,0,0,0,0,0,0,0,0,1.33
"90_SOCMOO1_12",13.34,1.33,0,0,6.67,18.67,0,0,0,0,41.33
"90_SOCMOO1_13",1.33,0,0,0,0,1.33,0,0,0,0,5.33
"90_SOCMOO1_14",0,0,0,0,0,0,0,0,0,0,21.33
"90_SOCMOO1_15",0,0,0,0,1.33,4,0,0,0,0,9.33
"90_SOCMOO1_16",0,0,0,0,0,6.67,0,0,0,2.67,12
"90_SOCMOO1_17",1.33,0,0,0,1.33,13.33,0,0,0,0,32
"90_SOCMOO1_18",1.33,0,0,0,0,14.67,0,0,0,0,41.33
"90_SOCMOO1_19",12,0,0,0,0,5.33,0,0,0,0,40
"90_SOCMOO1_20",18.66,0,0,0,1.33,9.33,0,0,0,0,45.33
"90_SOCMOO1_21",20,0,1.33,0,2.67,2.67,0,0,0,0,44
"90_SOCMOO1_22",6.66,0,0,0,1.33,9.33,0,0,0,0,45.33
"90_SOCMOO1_23",5.33,0,0,0,0,10.67,0,0,0,0,50.67
"90_SOCMOO1_24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90_SOCMOO1_25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90_SOCMOO1_26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90_SOCMOO1_27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90_SOCMOO1_28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90_SOCMOO1_29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90_SOCMOO1_30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90_SOCMOO2_1",0,0,0,0,1.33,1.33,1.33,0,0,0,10.67
"90_SOCMOO2_2",4,0,0,0,0,9.33,0,0,0,0,29.33
"90_SOCMOO2_3",4,1.33,0,0,0,6.67,0,0,0,0,26.67
"90_SOCMOO2_4",2.67,0,0,0,0,2.67,0,0,0,0,14.67
"90_SOCMOO2_5",0,0,0,0,0,8,4,0,0,0,2.67
"90_SOCMOO2_6",2.67,0,0,0,0,4,0,0,0,0,32
"90_SOCMOO2_7",2.66,2.67,0,0,0,12,0,0,0,1.33,33.33
"90_SOCMOO2_8",1.33,0,0,0,0,6.67,0,0,0,0,21.33
"90_SOCMOO2_9",1.33,0,0,0,9.33,9.33,0,0,0,2.67,10.67
"90_SOCMOO2_10",2.67,0,0,0,1.33,28,0,0,0,0,9.33
"90_SOCMOO2_11",1.33,0,0,0,0,2.67,0,0,0,0,5.33
"90_SOCMOO2_12",1.33,0,0,0,0,2.67,10.67,0,0,0,9.33
"90_SOCMOO2_13",1.33,0,0,0,0,2.67,0,0,0,0,4
"90_SOCMOO2_14",1.33,0,0,0,0,8,4,0,0,0,9.33
"90_SOCMOO2_15",0,0,0,0,0,8,0,0,0,0,0
"90_SOCMOO2_16",0,0,0,0,0,6.67,0,0,0,0,4
"90_SOCMOO2_17",1.33,0,0,0,0,12,0,0,0,0,4
"90_SOCMOO2_18",0,0,0,0,0,0,6.67,0,0,0,14.67
"90_SOCMOO2_19",5.33,0,0,0,0,8,13.33,0,0,0,40
"90_SOCMOO2_20",1.33,0,0,0,0,16,0,0,0,0,25.33
"90_SOCMOO2_21",1.33,0,0,0,1.33,22.67,0,0,0,0,10.67
"90_SOCMOO2_22",0,0,0,0,0,9.33,8,0,0,0,18.67
"90_SOCMOO2_23",1.33,0,0,0,0,6.67,4,0,0,0,0
"90_SOCMOO2_24",0,0,0,0,0,10.67,0,0,0,1.33,16
"90_SOCMOO2_25",4,0,0,1.33,0,5.33,0,0,0,0,17.33
"90_SOCMOO2_26",0,0,0,2.67,0,4,16,0,0,0,20
"90_SOCMOO2_27",1.33,2.67,0,0,1.33,5.33,6.67,0,0,0,26.67
"90_SOCMOO2_28",4,0,0,1.33,0,4,0,0,0,0,25.33
"90_SOCMOO2_29",0,0,0,0,0,0,0,0,0,0,32
"90_SOCMOO2_30",0,0,0,0,0,10.67,1.33,0,0,0,22.67
"90_SOCTAH1_1",0,5.33,0,1.33,2.67,37.33,0,0,0,0,18.67
"90_SOCTAH1_2",1.33,1.33,0,0,1.33,34.67,0,0,0,0,8
"90_SOCTAH1_3",2.67,0,0,9.33,0,14.67,0,0,0,0,4
"90_SOCTAH1_4",5.34,0,0,0,0,18.67,0,0,0,0,25.33
"90_SOCTAH1_5",2.67,0,0,12,1.33,9.33,0,0,0,0,10.67
"90_SOCTAH1_6",10.67,0,0,1.33,1.33,17.33,0,0,0,0,20
"90_SOCTAH1_7",8,1.33,0,6.67,0,22.67,0,0,0,0,18.67
"90_SOCTAH1_8",6.66,0,0,0,1.33,37.33,0,0,0,0,12
"90_SOCTAH1_9",10.67,2.67,0,2.67,0,10.67,0,0,0,0,16
"90_SOCTAH1_10",2.67,0,0,6.67,0,41.33,0,0,0,0,10.67
"90_SOCTAH1_11",0,0,0,0,0,24,0,0,0,0,2.67
"90_SOCTAH1_12",12,0,0,0,0,16,0,0,0,0,9.33
"90_SOCTAH1_13",2.67,12,0,2.67,2.67,24,0,0,0,5.33,2.67
"90_SOCTAH1_14",0,0,0,2.67,0,12,0,0,0,0,1.33
"90_SOCTAH1_15",0,2.67,0,1.33,0,13.33,0,0,0,0,0
"90_SOCTAH1_16",0,2.67,0,17.33,0,16,0,0,0,1.33,2.67
"90_SOCTAH1_17",0,0,0,2.67,0,21.33,0,0,0,0,1.33
"90_SOCTAH1_18",0,0,0,8,0,16,0,0,0,0,4
"90_SOCTAH1_19",0,1.33,0,8,0,18.67,0,0,0,0,12
"90_SOCTAH1_20",2.66,0,0,0,1.33,32,0,0,0,0,8
"90_SOCTAH1_21",0,4,0,0,0,22.67,0,0,0,0,18.67
"90_SOCTAH1_22",2.67,6.67,0,2.67,0,36,0,0,0,0,1.33
"90_SOCTAH1_23",0,2.67,0,2.67,0,18.67,0,0,0,0,12
"90_SOCTAH1_24",0,2.67,0,6.67,1.33,8,0,0,0,1.33,0
"90_SOCTAH1_25",2.67,5.33,0,1.33,0,22.67,0,0,0,0,2.67
"90_SOCTAH1_26",8,8,0,0,0,32,0,0,0,0,4
"90_SOCTAH1_27",2.67,0,0,0,0,20,0,0,0,2.67,20
"90_SOCTAH1_28",2.67,0,0,0,0,20,0,0,0,0,17.33
"90_SOCTAH1_29",4,0,0,2.67,0,17.33,0,0,0,0,1.33
"90_SOCTAH1_30",1.33,0,0,0,0,17.33,0,0,0,0,12
"90_SOCTAH2_1",0,0,0,5.33,0,13.33,0,0,0,0,0
"90_SOCTAH2_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90_SOCTAH2_3",0,1.33,0,1.33,4,26.67,0,0,0,0,0
"90_SOCTAH2_4",0,1.33,0,0,1.33,18.67,0,0,0,0,0
"90_SOCTAH2_5",1.33,0,0,1.33,0,22.67,0,0,0,1.33,1.33
"90_SOCTAH2_6",1.33,1.33,1.33,9.33,0,16,0,0,0,13.33,0
"90_SOCTAH2_7",0,0,0,6.67,1.33,18.67,2.67,0,0,0,2.67
"90_SOCTAH2_8",0,0,0,1.33,1.33,30.67,0,0,0,0,2.67
"90_SOCTAH2_9",0,0,0,1.33,1.33,38.67,0,0,0,0,0
"90_SOCTAH2_10",0,0,0,0,0,29.33,0,0,0,0,0
"90_SOCTAH2_11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90_SOCTAH2_12",0,0,0,0,1.33,16,0,0,0,0,0
"90_SOCTAH2_13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90_SOCTAH2_14",0,0,0,0,1.33,20,0,0,0,0,0
"90_SOCTAH2_15",0,0,0,0,0,6.67,0,0,0,0,0
"90_SOCTAH2_16",0,0,0,1.33,0,1.33,0,0,0,0,0
"90_SOCTAH2_17",2.67,0,0,0,1.33,16,0,0,0,0,1.33
"90_SOCTAH2_18",0,0,0,0,0,8,0,0,0,0,0
"90_SOCTAH2_19",0,0,0,0,0,2.67,0,0,0,0,0
"90_SOCTAH2_20",0,0,0,0,1.33,5.33,0,0,0,0,0
"90_SOCTAH2_21",0,26.67,0,0,0,1.33,0,0,0,1.33,0
"90_SOCTAH2_22",0,0,0,0,1.33,4,0,0,0,0,0
"90_SOCTAH2_23",0,0,0,0,0,36,0,0,0,0,0
"90_SOCTAH2_24",0,2.67,0,0,2.67,5.33,0,0,0,0,0
"90_SOCTAH2_25",0,0,0,0,0,24,0,0,0,0,0
"90_SOCTAH2_26",0,0,0,0,0,33.33,0,0,0,0,0
"90_SOCTAH2_27",0,0,0,0,2.67,16,0,0,0,0,0
"90_SOCTAH2_28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90_SOCTAH2_29",0,1.33,0,0,0,0,0,0,0,0,0
"90_SOCTAH2_30",0,0,0,0,0,1.33,0,0,0,0,0
"90_TUAMAK1_1",36,0,0,0,0,1.33,0,29.33,0,0,5.33
"90_TUAMAK1_2",25.33,0,0,0,0,2.66,1.33,54.67,0,0,8
"90_TUAMAK1_3",40,0,0,0,0,0,0,20,0,0,2.67
"90_TUAMAK1_4",53.33,0,0,0,0,16,0,16,0,0,8
"90_TUAMAK1_5",13.34,0,0,0,0,8,0,29.33,0,0,5.33
"90_TUAMAK1_6",44,0,0,0,0,4,0,17.33,0,0,5.33
"90_TUAMAK1_7",24,0,0,0,0,0,0,36,0,0,0
"90_TUAMAK1_8",24,0,0,0,0,6.67,0,57.33,0,0,6.67
"90_TUAMAK1_9",50.66,0,0,0,0,0,0,22.67,0,0,5.33
"90_TUAMAK1_10",49.33,0,0,0,0,4,0,5.33,0,0,1.33
"90_TUAMAK1_11",25.33,0,0,0,0,4,0,2.67,0,0,5.33
"90_TUAMAK1_12",22.67,0,0,0,0,16,0,21.33,0,0,2.67
"90_TUAMAK1_13",56,0,0,0,0,5.33,0,0,0,0,6.67
"90_TUAMAK1_14",41.33,0,0,0,0,10.67,0,0,0,0,0
