"","Site","Archipelago","Island","Island_Site","Depth","Quadrat","Category","Cover"
"10007","TUAMAK2","Tuamotu","Makatea",2,120,21,"CCA",4
"10009","TUAMAK2","Tuamotu","Makatea",2,120,21,"Hydroids",1.33
"10011","TUAMAK2","Tuamotu","Makatea",2,120,21,"Sponges",18.67
"10014","TUAMAK2","Tuamotu","Makatea",2,120,22,"Sponges",16
"10015","TUAMAK2","Tuamotu","Makatea",2,120,23,"CCA",1.33
"10016","TUAMAK2","Tuamotu","Makatea",2,120,23,"Cnidaria (non Scleractinian)",1.33
"10018","TUAMAK2","Tuamotu","Makatea",2,120,23,"Hydroids",8
"10019","TUAMAK2","Tuamotu","Makatea",2,120,23,"Scleractinian_laminar",4
"10021","TUAMAK2","Tuamotu","Makatea",2,120,23,"Sponges",6.67
"10023","TUAMAK2","Tuamotu","Makatea",2,120,24,"Scleractinian_laminar",2.67
"10025","TUAMAK2","Tuamotu","Makatea",2,120,24,"Sponges",16
"10026","TUAMAK2","Tuamotu","Makatea",2,120,25,"CCA",8
"10029","TUAMAK2","Tuamotu","Makatea",2,120,25,"Sponges",16
"10030","TUAMAK2","Tuamotu","Makatea",2,120,26,"Black_coral",1.33
"10032","TUAMAK2","Tuamotu","Makatea",2,120,26,"Scleractinian_laminar",4
"10034","TUAMAK2","Tuamotu","Makatea",2,120,26,"Sponges",20
"10035","TUAMAK2","Tuamotu","Makatea",2,120,27,"CCA",1.33
"10037","TUAMAK2","Tuamotu","Makatea",2,120,27,"Scleractinian_laminar",2.66
"10039","TUAMAK2","Tuamotu","Makatea",2,120,27,"Sponges",16
"10040","TUAMAK2","Tuamotu","Makatea",2,120,28,"CCA",1.33
"10043","TUAMAK2","Tuamotu","Makatea",2,120,28,"Sponges",20
"10044","TUAMAK2","Tuamotu","Makatea",2,120,29,"CCA",1.33
"10046","TUAMAK2","Tuamotu","Makatea",2,120,29,"Hydroids",5.33
"10048","TUAMAK2","Tuamotu","Makatea",2,120,29,"Scleractinian_laminar",4
"10050","TUAMAK2","Tuamotu","Makatea",2,120,29,"Sponges",8
"10051","TUAMAK2","Tuamotu","Makatea",2,120,30,"CCA",1.33
"10054","TUAMAK2","Tuamotu","Makatea",2,120,30,"Scleractinian_laminar",2.67
"10056","TUAMAK2","Tuamotu","Makatea",2,120,30,"Sponges",10.67
"10057","TUARAN1","Tuamotu","Rangiroa",1,6,1,"CCA",8
"10059","TUARAN1","Tuamotu","Rangiroa",1,6,1,"Fleshy macroalgae",32
"10061","TUARAN1","Tuamotu","Rangiroa",1,6,1,"Scleractinian_branching",6.67
"10062","TUARAN1","Tuamotu","Rangiroa",1,6,1,"Scleractinian_massive",13.33
"10063","TUARAN1","Tuamotu","Rangiroa",1,6,2,"CCA",22.67
"10065","TUARAN1","Tuamotu","Rangiroa",1,6,2,"Fleshy macroalgae",21.33
"10066","TUARAN1","Tuamotu","Rangiroa",1,6,2,"Scleractinian_branching",10.66
"10067","TUARAN1","Tuamotu","Rangiroa",1,6,2,"Scleractinian_massive",5.34
"10068","TUARAN1","Tuamotu","Rangiroa",1,6,3,"CCA",10.67
"10070","TUARAN1","Tuamotu","Rangiroa",1,6,3,"Fleshy macroalgae",26.67
"10071","TUARAN1","Tuamotu","Rangiroa",1,6,3,"Scleractinian_branching",18.66
"10072","TUARAN1","Tuamotu","Rangiroa",1,6,4,"CCA",10.67
"10074","TUARAN1","Tuamotu","Rangiroa",1,6,4,"Fleshy macroalgae",9.34
"10075","TUARAN1","Tuamotu","Rangiroa",1,6,4,"Scleractinian_branching",10.67
"10076","TUARAN1","Tuamotu","Rangiroa",1,6,4,"Scleractinian_massive",10.67
"10078","TUARAN1","Tuamotu","Rangiroa",1,6,4,"Sponges",2.67
"10079","TUARAN1","Tuamotu","Rangiroa",1,6,5,"CCA",16
"10081","TUARAN1","Tuamotu","Rangiroa",1,6,5,"Fleshy macroalgae",18.67
"10082","TUARAN1","Tuamotu","Rangiroa",1,6,5,"Scleractinian_branching",18.67
"10083","TUARAN1","Tuamotu","Rangiroa",1,6,5,"Scleractinian_massive",6.67
"10084","TUARAN1","Tuamotu","Rangiroa",1,6,6,"CCA",20
"10086","TUARAN1","Tuamotu","Rangiroa",1,6,6,"Fleshy macroalgae",17.33
"10087","TUARAN1","Tuamotu","Rangiroa",1,6,6,"Scleractinian_branching",8
"10088","TUARAN1","Tuamotu","Rangiroa",1,6,6,"Scleractinian_massive",16
"10089","TUARAN1","Tuamotu","Rangiroa",1,6,7,"CCA",18.67
"10091","TUARAN1","Tuamotu","Rangiroa",1,6,7,"Fleshy macroalgae",14.67
"10092","TUARAN1","Tuamotu","Rangiroa",1,6,7,"Scleractinian_branching",4
"10093","TUARAN1","Tuamotu","Rangiroa",1,6,7,"Scleractinian_massive",2.67
"10094","TUARAN1","Tuamotu","Rangiroa",1,6,8,"CCA",26.67
"10096","TUARAN1","Tuamotu","Rangiroa",1,6,8,"Fleshy macroalgae",25.33
"10097","TUARAN1","Tuamotu","Rangiroa",1,6,8,"Others",1.33
"10098","TUARAN1","Tuamotu","Rangiroa",1,6,8,"Scleractinian_branching",6.67
"10099","TUARAN1","Tuamotu","Rangiroa",1,6,8,"Scleractinian_massive",5.33
"10100","TUARAN1","Tuamotu","Rangiroa",1,6,9,"CCA",9.33
"10102","TUARAN1","Tuamotu","Rangiroa",1,6,9,"Fleshy macroalgae",18.67
"10103","TUARAN1","Tuamotu","Rangiroa",1,6,9,"Scleractinian_branching",29.33
"10104","TUARAN1","Tuamotu","Rangiroa",1,6,9,"Scleractinian_massive",10.66
"10105","TUARAN1","Tuamotu","Rangiroa",1,6,9,"Sponges",2.67
"10106","TUARAN1","Tuamotu","Rangiroa",1,6,10,"CCA",12
"10108","TUARAN1","Tuamotu","Rangiroa",1,6,10,"Fleshy macroalgae",29.34
"10109","TUARAN1","Tuamotu","Rangiroa",1,6,10,"Scleractinian_branching",14.67
"10110","TUARAN1","Tuamotu","Rangiroa",1,6,10,"Scleractinian_massive",10.67
"10111","TUARAN1","Tuamotu","Rangiroa",1,6,11,"CCA",4
"10113","TUARAN1","Tuamotu","Rangiroa",1,6,11,"Fleshy macroalgae",28
"10114","TUARAN1","Tuamotu","Rangiroa",1,6,11,"Scleractinian_branching",8
"10115","TUARAN1","Tuamotu","Rangiroa",1,6,11,"Scleractinian_massive",16
"10116","TUARAN1","Tuamotu","Rangiroa",1,6,12,"CCA",12
"10118","TUARAN1","Tuamotu","Rangiroa",1,6,12,"Fleshy macroalgae",58.67
"10119","TUARAN1","Tuamotu","Rangiroa",1,6,12,"Scleractinian_branching",2.67
"10120","TUARAN1","Tuamotu","Rangiroa",1,6,12,"Scleractinian_massive",6.66
"10122","TUARAN1","Tuamotu","Rangiroa",1,6,13,"CCA",9.33
"10124","TUARAN1","Tuamotu","Rangiroa",1,6,13,"Fleshy macroalgae",29.33
"10125","TUARAN1","Tuamotu","Rangiroa",1,6,13,"Scleractinian_branching",20
"10126","TUARAN1","Tuamotu","Rangiroa",1,6,13,"Scleractinian_massive",9.33
"10127","TUARAN1","Tuamotu","Rangiroa",1,6,13,"Sponges",2.67
"10128","TUARAN1","Tuamotu","Rangiroa",1,6,14,"CCA",9.33
"10130","TUARAN1","Tuamotu","Rangiroa",1,6,14,"Fleshy macroalgae",34.67
"10131","TUARAN1","Tuamotu","Rangiroa",1,6,14,"Scleractinian_branching",16
"10132","TUARAN1","Tuamotu","Rangiroa",1,6,14,"Scleractinian_massive",2.67
"10133","TUARAN1","Tuamotu","Rangiroa",1,6,15,"CCA",8
"10135","TUARAN1","Tuamotu","Rangiroa",1,6,15,"Fleshy macroalgae",32
"10136","TUARAN1","Tuamotu","Rangiroa",1,6,15,"Scleractinian_branching",10.67
"10137","TUARAN1","Tuamotu","Rangiroa",1,6,15,"Scleractinian_massive",5.33
"10138","TUARAN1","Tuamotu","Rangiroa",1,6,16,"CCA",20
"10140","TUARAN1","Tuamotu","Rangiroa",1,6,16,"Fleshy macroalgae",37.33
"10141","TUARAN1","Tuamotu","Rangiroa",1,6,16,"Scleractinian_branching",6.66
"10142","TUARAN1","Tuamotu","Rangiroa",1,6,16,"Scleractinian_massive",2.67
"10143","TUARAN1","Tuamotu","Rangiroa",1,6,17,"CCA",13.33
"10145","TUARAN1","Tuamotu","Rangiroa",1,6,17,"Fleshy macroalgae",58.67
"10146","TUARAN1","Tuamotu","Rangiroa",1,6,17,"Scleractinian_branching",4
"10147","TUARAN1","Tuamotu","Rangiroa",1,6,17,"Scleractinian_massive",1.33
"10148","TUARAN1","Tuamotu","Rangiroa",1,6,18,"CCA",22.66
"10150","TUARAN1","Tuamotu","Rangiroa",1,6,18,"Fleshy macroalgae",34.66
"10151","TUARAN1","Tuamotu","Rangiroa",1,6,18,"Scleractinian_branching",8
"10152","TUARAN1","Tuamotu","Rangiroa",1,6,18,"Scleractinian_massive",5.33
"10153","TUARAN1","Tuamotu","Rangiroa",1,6,19,"CCA",13.33
"10155","TUARAN1","Tuamotu","Rangiroa",1,6,19,"Fleshy macroalgae",57.33
"10156","TUARAN1","Tuamotu","Rangiroa",1,6,19,"Scleractinian_branching",16
"10157","TUARAN1","Tuamotu","Rangiroa",1,6,20,"CCA",20
"10159","TUARAN1","Tuamotu","Rangiroa",1,6,20,"Fleshy macroalgae",36
"10160","TUARAN1","Tuamotu","Rangiroa",1,6,20,"Scleractinian_branching",17.34
"10161","TUARAN1","Tuamotu","Rangiroa",1,6,20,"Sponges",4
"10162","TUARAN1","Tuamotu","Rangiroa",1,6,21,"CCA",13.33
"10164","TUARAN1","Tuamotu","Rangiroa",1,6,21,"Fleshy macroalgae",44
"10166","TUARAN1","Tuamotu","Rangiroa",1,6,21,"Scleractinian_branching",17.33
"10167","TUARAN1","Tuamotu","Rangiroa",1,6,21,"Scleractinian_massive",8
"10168","TUARAN1","Tuamotu","Rangiroa",1,6,22,"CCA",13.33
"10170","TUARAN1","Tuamotu","Rangiroa",1,6,22,"Fleshy macroalgae",61.33
"10171","TUARAN1","Tuamotu","Rangiroa",1,6,22,"Scleractinian_branching",12
"10172","TUARAN1","Tuamotu","Rangiroa",1,6,22,"Sponges",1.33
"10173","TUARAN1","Tuamotu","Rangiroa",1,6,23,"CCA",37.33
"10175","TUARAN1","Tuamotu","Rangiroa",1,6,23,"Fleshy macroalgae",36
"10176","TUARAN1","Tuamotu","Rangiroa",1,6,23,"Scleractinian_branching",12
"10177","TUARAN1","Tuamotu","Rangiroa",1,6,23,"Sponges",1.33
"10178","TUARAN1","Tuamotu","Rangiroa",1,6,24,"CCA",13.34
"10180","TUARAN1","Tuamotu","Rangiroa",1,6,24,"Fleshy macroalgae",38.67
"10181","TUARAN1","Tuamotu","Rangiroa",1,6,24,"Scleractinian_branching",26.66
"10182","TUARAN1","Tuamotu","Rangiroa",1,6,24,"Scleractinian_massive",4
"10183","TUARAN1","Tuamotu","Rangiroa",1,6,25,"CCA",12
"10185","TUARAN1","Tuamotu","Rangiroa",1,6,25,"Fleshy macroalgae",48
"10186","TUARAN1","Tuamotu","Rangiroa",1,6,25,"Halimeda",1.33
"10187","TUARAN1","Tuamotu","Rangiroa",1,6,25,"Scleractinian_branching",9.33
"10188","TUARAN1","Tuamotu","Rangiroa",1,6,25,"Scleractinian_massive",4
"10189","TUARAN1","Tuamotu","Rangiroa",1,6,25,"Sponges",1.33
"10190","TUARAN1","Tuamotu","Rangiroa",1,6,26,"CCA",14.67
"10192","TUARAN1","Tuamotu","Rangiroa",1,6,26,"Fleshy macroalgae",33.33
"10193","TUARAN1","Tuamotu","Rangiroa",1,6,26,"Scleractinian_branching",26.66
"10194","TUARAN1","Tuamotu","Rangiroa",1,6,26,"Scleractinian_massive",1.33
"10195","TUARAN1","Tuamotu","Rangiroa",1,6,26,"Sponges",2.67
"10196","TUARAN1","Tuamotu","Rangiroa",1,6,27,"CCA",12
"10198","TUARAN1","Tuamotu","Rangiroa",1,6,27,"Fleshy macroalgae",64
"10199","TUARAN1","Tuamotu","Rangiroa",1,6,27,"Scleractinian_branching",10.67
"10200","TUARAN1","Tuamotu","Rangiroa",1,6,27,"Scleractinian_massive",2.67
"10201","TUARAN1","Tuamotu","Rangiroa",1,6,28,"CCA",14.67
"10203","TUARAN1","Tuamotu","Rangiroa",1,6,28,"Fleshy macroalgae",53.33
"10204","TUARAN1","Tuamotu","Rangiroa",1,6,28,"Scleractinian_branching",12
"10205","TUARAN1","Tuamotu","Rangiroa",1,6,28,"Scleractinian_massive",1.33
"10206","TUARAN1","Tuamotu","Rangiroa",1,6,28,"Sponges",1.33
"10207","TUARAN1","Tuamotu","Rangiroa",1,6,29,"CCA",8
"10209","TUARAN1","Tuamotu","Rangiroa",1,6,29,"Fleshy macroalgae",40
"10210","TUARAN1","Tuamotu","Rangiroa",1,6,29,"Scleractinian_branching",10.67
"10211","TUARAN1","Tuamotu","Rangiroa",1,6,29,"Scleractinian_massive",2.67
"10212","TUARAN1","Tuamotu","Rangiroa",1,6,30,"CCA",9.33
"10214","TUARAN1","Tuamotu","Rangiroa",1,6,30,"Fleshy macroalgae",41.34
"10215","TUARAN1","Tuamotu","Rangiroa",1,6,30,"Scleractinian_branching",5.33
"10216","TUARAN1","Tuamotu","Rangiroa",1,6,30,"Scleractinian_massive",2.67
"10217","TUARAN1","Tuamotu","Rangiroa",1,20,1,"CCA",4
"10219","TUARAN1","Tuamotu","Rangiroa",1,20,1,"Fleshy macroalgae",1.33
"10220","TUARAN1","Tuamotu","Rangiroa",1,20,1,"Halimeda",2.67
"10222","TUARAN1","Tuamotu","Rangiroa",1,20,1,"Scleractinian_branching",1.33
"10223","TUARAN1","Tuamotu","Rangiroa",1,20,1,"Scleractinian_laminar",2.67
"10224","TUARAN1","Tuamotu","Rangiroa",1,20,1,"Scleractinian_massive",10.67
"10225","TUARAN1","Tuamotu","Rangiroa",1,20,1,"Scleractinian_solitary",2.67
"10227","TUARAN1","Tuamotu","Rangiroa",1,20,1,"Sponges",8
"10228","TUARAN1","Tuamotu","Rangiroa",1,20,2,"CCA",4
"10230","TUARAN1","Tuamotu","Rangiroa",1,20,2,"Fleshy macroalgae",9.33
"10232","TUARAN1","Tuamotu","Rangiroa",1,20,2,"Scleractinian_branching",1.33
"10233","TUARAN1","Tuamotu","Rangiroa",1,20,2,"Scleractinian_massive",2.67
"10235","TUARAN1","Tuamotu","Rangiroa",1,20,2,"Sponges",5.34
"10236","TUARAN1","Tuamotu","Rangiroa",1,20,3,"CCA",6.67
"10238","TUARAN1","Tuamotu","Rangiroa",1,20,3,"Fleshy macroalgae",24
"10240","TUARAN1","Tuamotu","Rangiroa",1,20,3,"Scleractinian_branching",1.33
"10241","TUARAN1","Tuamotu","Rangiroa",1,20,3,"Scleractinian_encrusting",1.33
"10242","TUARAN1","Tuamotu","Rangiroa",1,20,3,"Sponges",8
"10243","TUARAN1","Tuamotu","Rangiroa",1,20,4,"CCA",2.67
"10245","TUARAN1","Tuamotu","Rangiroa",1,20,4,"Fleshy macroalgae",30.67
"10247","TUARAN1","Tuamotu","Rangiroa",1,20,4,"Scleractinian_branching",1.33
"10248","TUARAN1","Tuamotu","Rangiroa",1,20,4,"Scleractinian_massive",9.33
"10249","TUARAN1","Tuamotu","Rangiroa",1,20,4,"Scleractinian_solitary",1.33
"10250","TUARAN1","Tuamotu","Rangiroa",1,20,4,"Sponges",5.33
"10252","TUARAN1","Tuamotu","Rangiroa",1,20,5,"Fleshy macroalgae",6.67
"10254","TUARAN1","Tuamotu","Rangiroa",1,20,5,"Scleractinian_encrusting",2.67
"10255","TUARAN1","Tuamotu","Rangiroa",1,20,5,"Scleractinian_massive",2.67
"10256","TUARAN1","Tuamotu","Rangiroa",1,20,5,"Scleractinian_solitary",1.33
"10258","TUARAN1","Tuamotu","Rangiroa",1,20,5,"Sponges",1.33
"10259","TUARAN1","Tuamotu","Rangiroa",1,20,6,"CCA",6.67
"10261","TUARAN1","Tuamotu","Rangiroa",1,20,6,"Fleshy macroalgae",4
"10263","TUARAN1","Tuamotu","Rangiroa",1,20,6,"Scleractinian_massive",36
"10264","TUARAN1","Tuamotu","Rangiroa",1,20,6,"Scleractinian_solitary",5.33
"10266","TUARAN1","Tuamotu","Rangiroa",1,20,7,"CCA",6.67
"10267","TUARAN1","Tuamotu","Rangiroa",1,20,7,"Fleshy macroalgae",25.33
"10269","TUARAN1","Tuamotu","Rangiroa",1,20,7,"Scleractinian_branching",1.33
"10270","TUARAN1","Tuamotu","Rangiroa",1,20,7,"Scleractinian_massive",1.33
"10271","TUARAN1","Tuamotu","Rangiroa",1,20,7,"Scleractinian_solitary",1.33
"10272","TUARAN1","Tuamotu","Rangiroa",1,20,7,"Sponges",2.66
"10273","TUARAN1","Tuamotu","Rangiroa",1,20,8,"CCA",6.66
"10275","TUARAN1","Tuamotu","Rangiroa",1,20,8,"Fleshy macroalgae",8
"10277","TUARAN1","Tuamotu","Rangiroa",1,20,8,"Scleractinian_encrusting",1.33
"10278","TUARAN1","Tuamotu","Rangiroa",1,20,8,"Scleractinian_massive",13.33
"10280","TUARAN1","Tuamotu","Rangiroa",1,20,8,"Sponges",2.67
"10281","TUARAN1","Tuamotu","Rangiroa",1,20,9,"CCA",2.66
"10283","TUARAN1","Tuamotu","Rangiroa",1,20,9,"Fleshy macroalgae",32
"10285","TUARAN1","Tuamotu","Rangiroa",1,20,9,"Scleractinian_massive",5.33
"10286","TUARAN1","Tuamotu","Rangiroa",1,20,9,"Scleractinian_solitary",2.67
"10287","TUARAN1","Tuamotu","Rangiroa",1,20,9,"Sponges",6.67
"10288","TUARAN1","Tuamotu","Rangiroa",1,20,10,"CCA",1.33
"10290","TUARAN1","Tuamotu","Rangiroa",1,20,10,"Fleshy macroalgae",18.66
"10292","TUARAN1","Tuamotu","Rangiroa",1,20,10,"Scleractinian_massive",17.33
"10293","TUARAN1","Tuamotu","Rangiroa",1,20,10,"Scleractinian_solitary",2.67
"10295","TUARAN1","Tuamotu","Rangiroa",1,20,10,"Sponges",4
"10296","TUARAN1","Tuamotu","Rangiroa",1,20,11,"CCA",12
"10299","TUARAN1","Tuamotu","Rangiroa",1,20,11,"Scleractinian_massive",5.33
"10301","TUARAN1","Tuamotu","Rangiroa",1,20,11,"Sponges",5.33
"10302","TUARAN1","Tuamotu","Rangiroa",1,20,12,"CCA",2.66
"10304","TUARAN1","Tuamotu","Rangiroa",1,20,12,"Fleshy macroalgae",8
"10306","TUARAN1","Tuamotu","Rangiroa",1,20,12,"Scleractinian_branching",1.33
"10307","TUARAN1","Tuamotu","Rangiroa",1,20,12,"Scleractinian_massive",10.66
"10309","TUARAN1","Tuamotu","Rangiroa",1,20,12,"Sponges",2.67
"10310","TUARAN1","Tuamotu","Rangiroa",1,20,13,"CCA",6.67
"10312","TUARAN1","Tuamotu","Rangiroa",1,20,13,"Fleshy macroalgae",24
"10314","TUARAN1","Tuamotu","Rangiroa",1,20,13,"Scleractinian_massive",5.33
"10317","TUARAN1","Tuamotu","Rangiroa",1,20,14,"Fleshy macroalgae",10.66
"10319","TUARAN1","Tuamotu","Rangiroa",1,20,14,"Scleractinian_encrusting",1.33
"10320","TUARAN1","Tuamotu","Rangiroa",1,20,14,"Scleractinian_massive",2.66
"10322","TUARAN1","Tuamotu","Rangiroa",1,20,14,"Sponges",1.33
"10323","TUARAN1","Tuamotu","Rangiroa",1,20,15,"CCA",4
"10325","TUARAN1","Tuamotu","Rangiroa",1,20,15,"Fleshy macroalgae",30.66
"10327","TUARAN1","Tuamotu","Rangiroa",1,20,15,"Scleractinian_encrusting",1.33
"10328","TUARAN1","Tuamotu","Rangiroa",1,20,15,"Scleractinian_solitary",1.33
"10329","TUARAN1","Tuamotu","Rangiroa",1,20,16,"CCA",2.67
"10331","TUARAN1","Tuamotu","Rangiroa",1,20,16,"Fleshy macroalgae",26.67
"10333","TUARAN1","Tuamotu","Rangiroa",1,20,16,"Scleractinian_encrusting",2.66
"10334","TUARAN1","Tuamotu","Rangiroa",1,20,16,"Scleractinian_massive",5.33
"10335","TUARAN1","Tuamotu","Rangiroa",1,20,16,"Scleractinian_solitary",4
"10337","TUARAN1","Tuamotu","Rangiroa",1,20,17,"CCA",2.67
"10339","TUARAN1","Tuamotu","Rangiroa",1,20,17,"Fleshy macroalgae",38.67
"10341","TUARAN1","Tuamotu","Rangiroa",1,20,17,"Scleractinian_massive",20
"10342","TUARAN1","Tuamotu","Rangiroa",1,20,17,"Sponges",1.33
"10343","TUARAN1","Tuamotu","Rangiroa",1,20,18,"CCA",10.67
"10345","TUARAN1","Tuamotu","Rangiroa",1,20,18,"Fleshy macroalgae",60
"10347","TUARAN1","Tuamotu","Rangiroa",1,20,18,"Scleractinian_branching",2.67
"10348","TUARAN1","Tuamotu","Rangiroa",1,20,18,"Scleractinian_massive",2.67
"10349","TUARAN1","Tuamotu","Rangiroa",1,20,19,"CCA",6.66
"10351","TUARAN1","Tuamotu","Rangiroa",1,20,19,"Halimeda",2.67
"10353","TUARAN1","Tuamotu","Rangiroa",1,20,19,"Scleractinian_branching",1.33
"10354","TUARAN1","Tuamotu","Rangiroa",1,20,19,"Scleractinian_massive",10.67
"10355","TUARAN1","Tuamotu","Rangiroa",1,20,19,"Scleractinian_solitary",2.67
"10356","TUARAN1","Tuamotu","Rangiroa",1,20,20,"CCA",4
"10358","TUARAN1","Tuamotu","Rangiroa",1,20,20,"Fleshy macroalgae",37.33
"10360","TUARAN1","Tuamotu","Rangiroa",1,20,20,"Scleractinian_massive",2.67
"10361","TUARAN1","Tuamotu","Rangiroa",1,20,20,"Scleractinian_solitary",4
"10362","TUARAN1","Tuamotu","Rangiroa",1,20,20,"Sponges",2.66
"10363","TUARAN1","Tuamotu","Rangiroa",1,20,21,"CCA",8
"10365","TUARAN1","Tuamotu","Rangiroa",1,20,21,"Fleshy macroalgae",29.33
"10367","TUARAN1","Tuamotu","Rangiroa",1,20,21,"Scleractinian_branching",1.33
"10369","TUARAN1","Tuamotu","Rangiroa",1,20,21,"Sponges",12
"10370","TUARAN1","Tuamotu","Rangiroa",1,20,22,"CCA",2.66
"10372","TUARAN1","Tuamotu","Rangiroa",1,20,22,"Fleshy macroalgae",29.34
"10374","TUARAN1","Tuamotu","Rangiroa",1,20,22,"Scleractinian_massive",10.66
"10376","TUARAN1","Tuamotu","Rangiroa",1,20,23,"CCA",6.67
"10378","TUARAN1","Tuamotu","Rangiroa",1,20,23,"Fleshy macroalgae",20
"10380","TUARAN1","Tuamotu","Rangiroa",1,20,23,"Scleractinian_encrusting",2.66
"10381","TUARAN1","Tuamotu","Rangiroa",1,20,23,"Scleractinian_massive",26.66
"10382","TUARAN1","Tuamotu","Rangiroa",1,20,23,"Sponges",6.67
"10383","TUARAN1","Tuamotu","Rangiroa",1,20,24,"CCA",4
"10385","TUARAN1","Tuamotu","Rangiroa",1,20,24,"Fleshy macroalgae",30.67
"10387","TUARAN1","Tuamotu","Rangiroa",1,20,24,"Scleractinian_branching",1.33
"10388","TUARAN1","Tuamotu","Rangiroa",1,20,24,"Scleractinian_massive",9.33
"10389","TUARAN1","Tuamotu","Rangiroa",1,20,25,"CCA",5.33
"10391","TUARAN1","Tuamotu","Rangiroa",1,20,25,"Fleshy macroalgae",13.33
"10393","TUARAN1","Tuamotu","Rangiroa",1,20,25,"Scleractinian_massive",5.33
"10394","TUARAN1","Tuamotu","Rangiroa",1,20,25,"Scleractinian_solitary",1.33
"10395","TUARAN1","Tuamotu","Rangiroa",1,20,25,"Sponges",2.67
"10396","TUARAN1","Tuamotu","Rangiroa",1,20,26,"CCA",5.33
"10398","TUARAN1","Tuamotu","Rangiroa",1,20,26,"Fleshy macroalgae",5.34
"10400","TUARAN1","Tuamotu","Rangiroa",1,20,26,"Scleractinian_encrusting",1.33
"10401","TUARAN1","Tuamotu","Rangiroa",1,20,26,"Scleractinian_massive",4
"10403","TUARAN1","Tuamotu","Rangiroa",1,20,27,"CCA",4
"10405","TUARAN1","Tuamotu","Rangiroa",1,20,27,"Fleshy macroalgae",2.67
"10407","TUARAN1","Tuamotu","Rangiroa",1,20,27,"Scleractinian_massive",16
"10408","TUARAN1","Tuamotu","Rangiroa",1,20,27,"Scleractinian_solitary",1.33
"10410","TUARAN1","Tuamotu","Rangiroa",1,20,27,"Sponges",4
"10411","TUARAN1","Tuamotu","Rangiroa",1,20,28,"CCA",2.66
"10413","TUARAN1","Tuamotu","Rangiroa",1,20,28,"Fleshy macroalgae",20
"10414","TUARAN1","Tuamotu","Rangiroa",1,20,28,"Halimeda",2.67
"10415","TUARAN1","Tuamotu","Rangiroa",1,20,28,"Scleractinian_branching",5.33
"10416","TUARAN1","Tuamotu","Rangiroa",1,20,28,"Scleractinian_massive",3.99
"10418","TUARAN1","Tuamotu","Rangiroa",1,20,28,"Sponges",6.66
"10419","TUARAN1","Tuamotu","Rangiroa",1,20,29,"CCA",1.33
"10421","TUARAN1","Tuamotu","Rangiroa",1,20,29,"Fleshy macroalgae",18.66
"10422","TUARAN1","Tuamotu","Rangiroa",1,20,29,"Halimeda",6.67
"10424","TUARAN1","Tuamotu","Rangiroa",1,20,29,"Scleractinian_branching",1.33
"10425","TUARAN1","Tuamotu","Rangiroa",1,20,29,"Scleractinian_massive",20
"10427","TUARAN1","Tuamotu","Rangiroa",1,20,30,"CCA",2.67
"10429","TUARAN1","Tuamotu","Rangiroa",1,20,30,"Fleshy macroalgae",10.66
"10430","TUARAN1","Tuamotu","Rangiroa",1,20,30,"Halimeda",1.33
"10432","TUARAN1","Tuamotu","Rangiroa",1,20,30,"Scleractinian_branching",1.33
"10433","TUARAN1","Tuamotu","Rangiroa",1,20,30,"Scleractinian_massive",1.33
"10435","TUARAN1","Tuamotu","Rangiroa",1,40,1,"Scleractinian_laminar",74.67
"10436","TUARAN1","Tuamotu","Rangiroa",1,40,1,"Scleractinian_massive",9.33
"10439","TUARAN1","Tuamotu","Rangiroa",1,40,2,"Others",1.33
"10440","TUARAN1","Tuamotu","Rangiroa",1,40,2,"Scleractinian_laminar",70.67
"10441","TUARAN1","Tuamotu","Rangiroa",1,40,2,"Scleractinian_massive",24
"10443","TUARAN1","Tuamotu","Rangiroa",1,40,2,"Sponges",1.33
"10444","TUARAN1","Tuamotu","Rangiroa",1,40,3,"CCA",1.33
"10447","TUARAN1","Tuamotu","Rangiroa",1,40,3,"Scleractinian_laminar",30.67
"10448","TUARAN1","Tuamotu","Rangiroa",1,40,3,"Scleractinian_massive",1.33
"10449","TUARAN1","Tuamotu","Rangiroa",1,40,3,"Scleractinian_solitary",1.33
"10451","TUARAN1","Tuamotu","Rangiroa",1,40,4,"CCA",2.67
"10453","TUARAN1","Tuamotu","Rangiroa",1,40,4,"Scleractinian_branching",1.33
"10454","TUARAN1","Tuamotu","Rangiroa",1,40,4,"Scleractinian_encrusting",6.67
"10455","TUARAN1","Tuamotu","Rangiroa",1,40,4,"Scleractinian_laminar",8
"10456","TUARAN1","Tuamotu","Rangiroa",1,40,4,"Scleractinian_massive",16
"10457","TUARAN1","Tuamotu","Rangiroa",1,40,4,"Scleractinian_solitary",1.33
"10459","TUARAN1","Tuamotu","Rangiroa",1,40,5,"CCA",5.33
"10462","TUARAN1","Tuamotu","Rangiroa",1,40,5,"Scleractinian_branching",1.33
"10463","TUARAN1","Tuamotu","Rangiroa",1,40,5,"Scleractinian_encrusting",4
"10464","TUARAN1","Tuamotu","Rangiroa",1,40,5,"Scleractinian_laminar",4
"10465","TUARAN1","Tuamotu","Rangiroa",1,40,5,"Scleractinian_massive",9.33
"10466","TUARAN1","Tuamotu","Rangiroa",1,40,5,"Scleractinian_solitary",1.33
"10468","TUARAN1","Tuamotu","Rangiroa",1,40,5,"Sponges",11.99
