"","Depth","Latitude","Longitude","Fixed substrate","Sediment substrate","Rubble","Light_Log","Light_Rel_Ind","Temp_Hoboo","Temp_Variability","SST_Satellite_mean","Temp_Rel_Ind","Geomorphology","Coast_Orientation","Bathymetry_slope","Major_biotic_or_abiotic_features","Dominant.Substrate","Dominant.benthic.non_coral","Generic_richness","Years_Since_Last_bleaching","DHW_Last_Bleaching_year","Bleaching_events_since_2015","Sum_DHWs_since_2015"
"60_TUARAN2_28","60","-14.9976","-147.5843","37.33","28","0","59.132289","11.74027","27.98414","2.196","28.13043","27.96165","Atoll","North-east","Moderate","Pachyseris and sponges","Sediment substrate","Macroalgae","20","3","5.4","1"," 5.4"
"60_TUARAN2_29","60","-14.9976","-147.5843","33.33","29.33","5.33","59.132289","11.74027","27.98414","2.196","28.13043","27.96165","Atoll","North-east","Moderate","Pachyseris and sponges","Sediment substrate","Macroalgae","20","3","5.4","1"," 5.4"
"60_TUARAN2_30","60","-14.9976","-147.5843","38.67","26.67","0","59.132289","11.74027","27.98414","2.196","28.13043","27.96165","Atoll","North-east","Moderate","Pachyseris and sponges","Sediment substrate","Macroalgae","20","3","5.4","1"," 5.4"
"90_TUARAN2_1","90","-14.9976","-147.5843","18.67","16","0","17.044337","3.3736779","26.94351","3.019","28.13043","26.41447","Atoll","North-east","Moderate","Sediment and turf","Sediment substrate","CCA","12","3","5.4","1"," 5.4"
"90_TUARAN2_2","90","-14.9976","-147.5843","29.33","24","0","17.044337","3.3736779","26.94351","3.019","28.13043","26.41447","Atoll","North-east","Moderate","Sediment and turf","Sediment substrate","CCA","12","3","5.4","1"," 5.4"
"90_TUARAN2_3","90","-14.9976","-147.5843","24","38.67","6.67","17.044337","3.3736779","26.94351","3.019","28.13043","26.41447","Atoll","North-east","Moderate","Sediment and turf","Sediment substrate","CCA","12","3","5.4","1"," 5.4"
"90_TUARAN2_4","90","-14.9976","-147.5843","36","14.67","0","17.044337","3.3736779","26.94351","3.019","28.13043","26.41447","Atoll","North-east","Moderate","Sediment and turf","Sediment substrate","CCA","12","3","5.4","1"," 5.4"
"90_TUARAN2_5","90","-14.9976","-147.5843","56","5.33","2.67","17.044337","3.3736779","26.94351","3.019","28.13043","26.41447","Atoll","North-east","Moderate","Sediment and turf","Sediment substrate","CCA","12","3","5.4","1"," 5.4"
"90_TUARAN2_6","90","-14.9976","-147.5843","17.33","32","0","17.044337","3.3736779","26.94351","3.019","28.13043","26.41447","Atoll","North-east","Moderate","Sediment and turf","Sediment substrate","CCA","12","3","5.4","1"," 5.4"
"90_TUARAN2_7","90","-14.9976","-147.5843","24","17.33","1.33","17.044337","3.3736779","26.94351","3.019","28.13043","26.41447","Atoll","North-east","Moderate","Sediment and turf","Sediment substrate","CCA","12","3","5.4","1"," 5.4"
"90_TUARAN2_8","90","-14.9976","-147.5843","12","24","6.67","17.044337","3.3736779","26.94351","3.019","28.13043","26.41447","Atoll","North-east","Moderate","Sediment and turf","Sediment substrate","CCA","12","3","5.4","1"," 5.4"
"90_TUARAN2_9","90","-14.9976","-147.5843","42.67","14.67","0","17.044337","3.3736779","26.94351","3.019","28.13043","26.41447","Atoll","North-east","Moderate","Sediment and turf","Sediment substrate","CCA","12","3","5.4","1"," 5.4"
"90_TUARAN2_10","90","-14.9976","-147.5843","30.67","8","0","17.044337","3.3736779","26.94351","3.019","28.13043","26.41447","Atoll","North-east","Moderate","Sediment and turf","Sediment substrate","CCA","12","3","5.4","1"," 5.4"
"90_TUARAN2_11","90","-14.9976","-147.5843","42.67","30.67","0","17.044337","3.3736779","26.94351","3.019","28.13043","26.41447","Atoll","North-east","Moderate","Sediment and turf","Sediment substrate","CCA","12","3","5.4","1"," 5.4"
"90_TUARAN2_12","90","-14.9976","-147.5843","56","6.67","0","17.044337","3.3736779","26.94351","3.019","28.13043","26.41447","Atoll","North-east","Moderate","Sediment and turf","Sediment substrate","CCA","12","3","5.4","1"," 5.4"
"90_TUARAN2_13","90","-14.9976","-147.5843","36","12","0","17.044337","3.3736779","26.94351","3.019","28.13043","26.41447","Atoll","North-east","Moderate","Sediment and turf","Sediment substrate","CCA","12","3","5.4","1"," 5.4"
"90_TUARAN2_14","90","-14.9976","-147.5843","53.33","30.67","0","17.044337","3.3736779","26.94351","3.019","28.13043","26.41447","Atoll","North-east","Moderate","Sediment and turf","Sediment substrate","CCA","12","3","5.4","1"," 5.4"
"90_TUARAN2_15","90","-14.9976","-147.5843","73.33","9.33","0","17.044337","3.3736779","26.94351","3.019","28.13043","26.41447","Atoll","North-east","Moderate","Sediment and turf","Sediment substrate","CCA","12","3","5.4","1"," 5.4"
"90_TUARAN2_16","90","-14.9976","-147.5843","54.67","5.33","0","17.044337","3.3736779","26.94351","3.019","28.13043","26.41447","Atoll","North-east","Moderate","Sediment and turf","Sediment substrate","CCA","12","3","5.4","1"," 5.4"
"90_TUARAN2_17","90","-14.9976","-147.5843","66.67","8","0","17.044337","3.3736779","26.94351","3.019","28.13043","26.41447","Atoll","North-east","Moderate","Sediment and turf","Sediment substrate","CCA","12","3","5.4","1"," 5.4"
"90_TUARAN2_18","90","-14.9976","-147.5843","72","0","0","17.044337","3.3736779","26.94351","3.019","28.13043","26.41447","Atoll","North-east","Moderate","Sediment and turf","Sediment substrate","CCA","12","3","5.4","1"," 5.4"
"90_TUARAN2_19","90","-14.9976","-147.5843","58.67","1.33","0","17.044337","3.3736779","26.94351","3.019","28.13043","26.41447","Atoll","North-east","Moderate","Sediment and turf","Sediment substrate","CCA","12","3","5.4","1"," 5.4"
"90_TUARAN2_20","90","-14.9976","-147.5843","49.34","6.67","0","17.044337","3.3736779","26.94351","3.019","28.13043","26.41447","Atoll","North-east","Moderate","Sediment and turf","Sediment substrate","CCA","12","3","5.4","1"," 5.4"
"90_TUARAN2_21","90","-14.9976","-147.5843","16","24","14.67","17.044337","3.3736779","26.94351","3.019","28.13043","26.41447","Atoll","North-east","Moderate","Sediment and turf","Sediment substrate","CCA","12","3","5.4","1"," 5.4"
"90_TUARAN2_22","90","-14.9976","-147.5843","45.33","5.33","0","17.044337","3.3736779","26.94351","3.019","28.13043","26.41447","Atoll","North-east","Moderate","Sediment and turf","Sediment substrate","CCA","12","3","5.4","1"," 5.4"
"90_TUARAN2_23","90","-14.9976","-147.5843","0","9.33","54.67","17.044337","3.3736779","26.94351","3.019","28.13043","26.41447","Atoll","North-east","Moderate","Sediment and turf","Sediment substrate","CCA","12","3","5.4","1"," 5.4"
"90_TUARAN2_24","90","-14.9976","-147.5843","57.34","22.67","0","17.044337","3.3736779","26.94351","3.019","28.13043","26.41447","Atoll","North-east","Moderate","Sediment and turf","Sediment substrate","CCA","12","3","5.4","1"," 5.4"
"90_TUARAN2_25","90","-14.9976","-147.5843","41.33","24","0","17.044337","3.3736779","26.94351","3.019","28.13043","26.41447","Atoll","North-east","Moderate","Sediment and turf","Sediment substrate","CCA","12","3","5.4","1"," 5.4"
"90_TUARAN2_26","90","-14.9976","-147.5843","45.33","2.67","0","17.044337","3.3736779","26.94351","3.019","28.13043","26.41447","Atoll","North-east","Moderate","Sediment and turf","Sediment substrate","CCA","12","3","5.4","1"," 5.4"
"90_TUARAN2_27","90","-14.9976","-147.5843","36","13.33","5.33","17.044337","3.3736779","26.94351","3.019","28.13043","26.41447","Atoll","North-east","Moderate","Sediment and turf","Sediment substrate","CCA","12","3","5.4","1"," 5.4"
"90_TUARAN2_28","90","-14.9976","-147.5843","30.67","28","1.33","17.044337","3.3736779","26.94351","3.019","28.13043","26.41447","Atoll","North-east","Moderate","Sediment and turf","Sediment substrate","CCA","12","3","5.4","1"," 5.4"
"90_TUARAN2_29","90","-14.9976","-147.5843","30.67","44","0","17.044337","3.3736779","26.94351","3.019","28.13043","26.41447","Atoll","North-east","Moderate","Sediment and turf","Sediment substrate","CCA","12","3","5.4","1"," 5.4"
"90_TUARAN2_30","90","-14.9976","-147.5843","18.67","48","2.67","17.044337","3.3736779","26.94351","3.019","28.13043","26.41447","Atoll","North-east","Moderate","Sediment and turf","Sediment substrate","CCA","12","3","5.4","1"," 5.4"
"120_TUARAN2_1","120","-14.9976","-147.5843","0","81.33","0","5.727952","1.1980207","26.28654","2.651","28.13043","26.18943","Atoll","North-east","Gentle","Sediment, hydroids and laminar corals","Sediment substrate","None"," 5","3","5.4","1"," 5.4"
"120_TUARAN2_2","120","-14.9976","-147.5843","0","100","0","5.727952","1.1980207","26.28654","2.651","28.13043","26.18943","Atoll","North-east","Gentle","Sediment, hydroids and laminar corals","Sediment substrate","None"," 5","3","5.4","1"," 5.4"
"120_TUARAN2_3","120","-14.9976","-147.5843","25.33","41.33","0","5.727952","1.1980207","26.28654","2.651","28.13043","26.18943","Atoll","North-east","Gentle","Sediment, hydroids and laminar corals","Sediment substrate","None"," 5","3","5.4","1"," 5.4"
"120_TUARAN2_4","120","-14.9976","-147.5843","21.33","56","0","5.727952","1.1980207","26.28654","2.651","28.13043","26.18943","Atoll","North-east","Gentle","Sediment, hydroids and laminar corals","Sediment substrate","None"," 5","3","5.4","1"," 5.4"
"120_TUARAN2_5","120","-14.9976","-147.5843","13.33","58.67","0","5.727952","1.1980207","26.28654","2.651","28.13043","26.18943","Atoll","North-east","Gentle","Sediment, hydroids and laminar corals","Sediment substrate","None"," 5","3","5.4","1"," 5.4"
"120_TUARAN2_6","120","-14.9976","-147.5843","14.67","42.67","0","5.727952","1.1980207","26.28654","2.651","28.13043","26.18943","Atoll","North-east","Gentle","Sediment, hydroids and laminar corals","Sediment substrate","None"," 5","3","5.4","1"," 5.4"
"120_TUARAN2_7","120","-14.9976","-147.5843","58.67","9.33","0","5.727952","1.1980207","26.28654","2.651","28.13043","26.18943","Atoll","North-east","Gentle","Sediment, hydroids and laminar corals","Sediment substrate","None"," 5","3","5.4","1"," 5.4"
"120_TUARAN2_8","120","-14.9976","-147.5843","14.67","49.33","0","5.727952","1.1980207","26.28654","2.651","28.13043","26.18943","Atoll","North-east","Gentle","Sediment, hydroids and laminar corals","Sediment substrate","None"," 5","3","5.4","1"," 5.4"
"120_TUARAN2_9","120","-14.9976","-147.5843","12","46.67","0","5.727952","1.1980207","26.28654","2.651","28.13043","26.18943","Atoll","North-east","Gentle","Sediment, hydroids and laminar corals","Sediment substrate","None"," 5","3","5.4","1"," 5.4"
"120_TUARAN2_10","120","-14.9976","-147.5843","12","58.67","0","5.727952","1.1980207","26.28654","2.651","28.13043","26.18943","Atoll","North-east","Gentle","Sediment, hydroids and laminar corals","Sediment substrate","None"," 5","3","5.4","1"," 5.4"
"120_TUARAN2_11","120","-14.9976","-147.5843","0","89.34","10.67","5.727952","1.1980207","26.28654","2.651","28.13043","26.18943","Atoll","North-east","Gentle","Sediment, hydroids and laminar corals","Sediment substrate","None"," 5","3","5.4","1"," 5.4"
"120_TUARAN2_12","120","-14.9976","-147.5843","2.67","80","0","5.727952","1.1980207","26.28654","2.651","28.13043","26.18943","Atoll","North-east","Gentle","Sediment, hydroids and laminar corals","Sediment substrate","None"," 5","3","5.4","1"," 5.4"
"120_TUARAN2_13","120","-14.9976","-147.5843","0","96","4","5.727952","1.1980207","26.28654","2.651","28.13043","26.18943","Atoll","North-east","Gentle","Sediment, hydroids and laminar corals","Sediment substrate","None"," 5","3","5.4","1"," 5.4"
"120_TUARAN2_14","120","-14.9976","-147.5843","1.33","77.33","0","5.727952","1.1980207","26.28654","2.651","28.13043","26.18943","Atoll","North-east","Gentle","Sediment, hydroids and laminar corals","Sediment substrate","None"," 5","3","5.4","1"," 5.4"
"120_TUARAN2_15","120","-14.9976","-147.5843","0","93.33","0","5.727952","1.1980207","26.28654","2.651","28.13043","26.18943","Atoll","North-east","Gentle","Sediment, hydroids and laminar corals","Sediment substrate","None"," 5","3","5.4","1"," 5.4"
"120_TUARAN2_16","120","-14.9976","-147.5843","1.33","96","0","5.727952","1.1980207","26.28654","2.651","28.13043","26.18943","Atoll","North-east","Gentle","Sediment, hydroids and laminar corals","Sediment substrate","None"," 5","3","5.4","1"," 5.4"
"120_TUARAN2_17","120","-14.9976","-147.5843","4","74.67","0","5.727952","1.1980207","26.28654","2.651","28.13043","26.18943","Atoll","North-east","Gentle","Sediment, hydroids and laminar corals","Sediment substrate","None"," 5","3","5.4","1"," 5.4"
"120_TUARAN2_18","120","-14.9976","-147.5843","1.33","90.67","0","5.727952","1.1980207","26.28654","2.651","28.13043","26.18943","Atoll","North-east","Gentle","Sediment, hydroids and laminar corals","Sediment substrate","None"," 5","3","5.4","1"," 5.4"
"120_TUARAN2_19","120","-14.9976","-147.5843","0","97.33","0","5.727952","1.1980207","26.28654","2.651","28.13043","26.18943","Atoll","North-east","Gentle","Sediment, hydroids and laminar corals","Sediment substrate","None"," 5","3","5.4","1"," 5.4"
"120_TUARAN2_20","120","-14.9976","-147.5843","0","93.33","0","5.727952","1.1980207","26.28654","2.651","28.13043","26.18943","Atoll","North-east","Gentle","Sediment, hydroids and laminar corals","Sediment substrate","None"," 5","3","5.4","1"," 5.4"
"120_TUARAN2_21","120","-14.9976","-147.5843","1.33","69.33","0","5.727952","1.1980207","26.28654","2.651","28.13043","26.18943","Atoll","North-east","Gentle","Sediment, hydroids and laminar corals","Sediment substrate","None"," 5","3","5.4","1"," 5.4"
"120_TUARAN2_22","120","-14.9976","-147.5843","0","94.67","0","5.727952","1.1980207","26.28654","2.651","28.13043","26.18943","Atoll","North-east","Gentle","Sediment, hydroids and laminar corals","Sediment substrate","None"," 5","3","5.4","1"," 5.4"
"120_TUARAN2_23","120","-14.9976","-147.5843","2.67","61.33","0","5.727952","1.1980207","26.28654","2.651","28.13043","26.18943","Atoll","North-east","Gentle","Sediment, hydroids and laminar corals","Sediment substrate","None"," 5","3","5.4","1"," 5.4"
"120_TUARAN2_24","120","-14.9976","-147.5843","0","89.33","0","5.727952","1.1980207","26.28654","2.651","28.13043","26.18943","Atoll","North-east","Gentle","Sediment, hydroids and laminar corals","Sediment substrate","None"," 5","3","5.4","1"," 5.4"
"120_TUARAN2_25","120","-14.9976","-147.5843","68","8","0","5.727952","1.1980207","26.28654","2.651","28.13043","26.18943","Atoll","North-east","Gentle","Sediment, hydroids and laminar corals","Sediment substrate","None"," 5","3","5.4","1"," 5.4"
"120_TUARAN2_26","120","-14.9976","-147.5843","58.67","8","0","5.727952","1.1980207","26.28654","2.651","28.13043","26.18943","Atoll","North-east","Gentle","Sediment, hydroids and laminar corals","Sediment substrate","None"," 5","3","5.4","1"," 5.4"
"120_TUARAN2_27","120","-14.9976","-147.5843","24","57.33","0","5.727952","1.1980207","26.28654","2.651","28.13043","26.18943","Atoll","North-east","Gentle","Sediment, hydroids and laminar corals","Sediment substrate","None"," 5","3","5.4","1"," 5.4"
"120_TUARAN2_28","120","-14.9976","-147.5843","0","100","0","5.727952","1.1980207","26.28654","2.651","28.13043","26.18943","Atoll","North-east","Gentle","Sediment, hydroids and laminar corals","Sediment substrate","None"," 5","3","5.4","1"," 5.4"
"120_TUARAN2_29","120","-14.9976","-147.5843","0","98.67","0","5.727952","1.1980207","26.28654","2.651","28.13043","26.18943","Atoll","North-east","Gentle","Sediment, hydroids and laminar corals","Sediment substrate","None"," 5","3","5.4","1"," 5.4"
"120_TUARAN2_30","120","-14.9976","-147.5843","0","98.67","0","5.727952","1.1980207","26.28654","2.651","28.13043","26.18943","Atoll","North-east","Gentle","Sediment, hydroids and laminar corals","Sediment substrate","None"," 5","3","5.4","1"," 5.4"
"6_TUARAR1_1","6","-16.0052","-142.4517","5.33","16","6.67","658.055635","100","28.94729","0.598","27.69499","27.69499","Atoll","North-west","Moderate","Corals and substrate","Fixed substrate","None","12","3","6.8","1"," 6.8"
"6_TUARAR1_2","6","-16.0052","-142.4517","0","8","0","658.055635","100","28.94729","0.598","27.69499","27.69499","Atoll","North-west","Moderate","Corals and substrate","Fixed substrate","None","12","3","6.8","1"," 6.8"
"6_TUARAR1_3","6","-16.0052","-142.4517","4","33.33","0","658.055635","100","28.94729","0.598","27.69499","27.69499","Atoll","North-west","Moderate","Corals and substrate","Fixed substrate","None","12","3","6.8","1"," 6.8"
"6_TUARAR1_4","6","-16.0052","-142.4517","4","2.67","0","658.055635","100","28.94729","0.598","27.69499","27.69499","Atoll","North-west","Moderate","Corals and substrate","Fixed substrate","None","12","3","6.8","1"," 6.8"
"6_TUARAR1_5","6","-16.0052","-142.4517","12","32","0","658.055635","100","28.94729","0.598","27.69499","27.69499","Atoll","North-west","Moderate","Corals and substrate","Fixed substrate","None","12","3","6.8","1"," 6.8"
"6_TUARAR1_6","6","-16.0052","-142.4517","4","24","1.33","658.055635","100","28.94729","0.598","27.69499","27.69499","Atoll","North-west","Moderate","Corals and substrate","Fixed substrate","None","12","3","6.8","1"," 6.8"
"6_TUARAR1_7","6","-16.0052","-142.4517","8","28","4","658.055635","100","28.94729","0.598","27.69499","27.69499","Atoll","North-west","Moderate","Corals and substrate","Fixed substrate","None","12","3","6.8","1"," 6.8"
"6_TUARAR1_8","6","-16.0052","-142.4517","2.67","2.67","0","658.055635","100","28.94729","0.598","27.69499","27.69499","Atoll","North-west","Moderate","Corals and substrate","Fixed substrate","None","12","3","6.8","1"," 6.8"
"6_TUARAR1_9","6","-16.0052","-142.4517","0","21.33","0","658.055635","100","28.94729","0.598","27.69499","27.69499","Atoll","North-west","Moderate","Corals and substrate","Fixed substrate","None","12","3","6.8","1"," 6.8"
"6_TUARAR1_10","6","-16.0052","-142.4517","12","28","0","658.055635","100","28.94729","0.598","27.69499","27.69499","Atoll","North-west","Moderate","Corals and substrate","Fixed substrate","None","12","3","6.8","1"," 6.8"
"6_TUARAR1_11","6","-16.0052","-142.4517","9.33","53.33","0","658.055635","100","28.94729","0.598","27.69499","27.69499","Atoll","North-west","Moderate","Corals and substrate","Fixed substrate","None","12","3","6.8","1"," 6.8"
"6_TUARAR1_12","6","-16.0052","-142.4517","16","21.33","0","658.055635","100","28.94729","0.598","27.69499","27.69499","Atoll","North-west","Moderate","Corals and substrate","Fixed substrate","None","12","3","6.8","1"," 6.8"
"6_TUARAR1_13","6","-16.0052","-142.4517","9.33","22.67","0","658.055635","100","28.94729","0.598","27.69499","27.69499","Atoll","North-west","Moderate","Corals and substrate","Fixed substrate","None","12","3","6.8","1"," 6.8"
