"","Island_Island_Site","Depth","Quadrat","Cover","Latitude","Longitude","Fixed.substrate","Sediment.substrate","CCA","Rubble","Light_Log","Light_Rel_Ind","Temp_Hoboo","Temp_Variability","SST_Satellite_mean","Temp_Rel_Ind","Geomorphology","Coast_Orientation","Bathymetry_slope","Major_biotic_or_abiotic_features","Dominant.Substrate","Dominant.benthic.non_coral","Generic_richness","Years_Since_Last_bleaching","DHW_Last_Bleaching_year","Bleaching_events_since_2015","Sum_DHWs_since_2015","ID","Depth_num","TotPoints","Inc_points","Non_Inc_points","Per_Cover"
"1780","Rangiroa_2",90,18,6.67,-14.9976,-147.5843,72,0,4,0,-0.762265281969635,-0.812297706812152,0.132973008792668,1.7629966179632,0.619483276302921,0.168814652543082,"Atoll","North-east","Moderate","Sediment and turf","Sediment substrate","CCA",-0.116409237403276,3,5.4,1,0.066158885521302,"90_TUARAN2_18",90,75,5,70,0.0667
"1781","Rangiroa_2",90,19,2.66,-14.9976,-147.5843,58.67,1.33,12,0,-0.762265281969635,-0.812297706812152,0.132973008792668,1.7629966179632,0.619483276302921,0.168814652543082,"Atoll","North-east","Moderate","Sediment and turf","Sediment substrate","CCA",-0.116409237403276,3,5.4,1,0.066158885521302,"90_TUARAN2_19",90,75,2,73,0.0266
"1782","Rangiroa_2",90,2,2.66,-14.9976,-147.5843,29.33,24,8,0,-0.762265281969635,-0.812297706812152,0.132973008792668,1.7629966179632,0.619483276302921,0.168814652543082,"Atoll","North-east","Moderate","Sediment and turf","Sediment substrate","CCA",-0.116409237403276,3,5.4,1,0.066158885521302,"90_TUARAN2_2",90,75,2,73,0.0266
"1783","Rangiroa_2",90,20,1.33,-14.9976,-147.5843,49.34,6.67,8,0,-0.762265281969635,-0.812297706812152,0.132973008792668,1.7629966179632,0.619483276302921,0.168814652543082,"Atoll","North-east","Moderate","Sediment and turf","Sediment substrate","CCA",-0.116409237403276,3,5.4,1,0.066158885521302,"90_TUARAN2_20",90,75,1,74,0.0133
"1784","Rangiroa_2",90,21,28,-14.9976,-147.5843,16,24,18.67,14.67,-0.762265281969635,-0.812297706812152,0.132973008792668,1.7629966179632,0.619483276302921,0.168814652543082,"Atoll","North-east","Moderate","Sediment and turf","Sediment substrate","CCA",-0.116409237403276,3,5.4,1,0.066158885521302,"90_TUARAN2_21",90,75,21,54,0.28
"1785","Rangiroa_2",90,22,12,-14.9976,-147.5843,45.33,5.33,1.33,0,-0.762265281969635,-0.812297706812152,0.132973008792668,1.7629966179632,0.619483276302921,0.168814652543082,"Atoll","North-east","Moderate","Sediment and turf","Sediment substrate","CCA",-0.116409237403276,3,5.4,1,0.066158885521302,"90_TUARAN2_22",90,75,9,66,0.12
"1786","Rangiroa_2",90,23,4,-14.9976,-147.5843,0,9.33,12,54.67,-0.762265281969635,-0.812297706812152,0.132973008792668,1.7629966179632,0.619483276302921,0.168814652543082,"Atoll","North-east","Moderate","Sediment and turf","Sediment substrate","CCA",-0.116409237403276,3,5.4,1,0.066158885521302,"90_TUARAN2_23",90,75,3,72,0.04
"1787","Rangiroa_2",90,24,4,-14.9976,-147.5843,57.34,22.67,0,0,-0.762265281969635,-0.812297706812152,0.132973008792668,1.7629966179632,0.619483276302921,0.168814652543082,"Atoll","North-east","Moderate","Sediment and turf","Sediment substrate","CCA",-0.116409237403276,3,5.4,1,0.066158885521302,"90_TUARAN2_24",90,75,3,72,0.04
"1788","Rangiroa_2",90,25,0,-14.9976,-147.5843,41.33,24,2.67,0,-0.762265281969635,-0.812297706812152,0.132973008792668,1.7629966179632,0.619483276302921,0.168814652543082,"Atoll","North-east","Moderate","Sediment and turf","Sediment substrate","CCA",-0.116409237403276,3,5.4,1,0.066158885521302,"90_TUARAN2_25",90,75,0,75,1e-04
"1789","Rangiroa_2",90,26,4,-14.9976,-147.5843,45.33,2.67,4,0,-0.762265281969635,-0.812297706812152,0.132973008792668,1.7629966179632,0.619483276302921,0.168814652543082,"Atoll","North-east","Moderate","Sediment and turf","Sediment substrate","CCA",-0.116409237403276,3,5.4,1,0.066158885521302,"90_TUARAN2_26",90,75,3,72,0.04
"1790","Rangiroa_2",90,27,12,-14.9976,-147.5843,36,13.33,20,5.33,-0.762265281969635,-0.812297706812152,0.132973008792668,1.7629966179632,0.619483276302921,0.168814652543082,"Atoll","North-east","Moderate","Sediment and turf","Sediment substrate","CCA",-0.116409237403276,3,5.4,1,0.066158885521302,"90_TUARAN2_27",90,75,9,66,0.12
"1791","Rangiroa_2",90,28,1.33,-14.9976,-147.5843,30.67,28,17.33,1.33,-0.762265281969635,-0.812297706812152,0.132973008792668,1.7629966179632,0.619483276302921,0.168814652543082,"Atoll","North-east","Moderate","Sediment and turf","Sediment substrate","CCA",-0.116409237403276,3,5.4,1,0.066158885521302,"90_TUARAN2_28",90,75,1,74,0.0133
"1792","Rangiroa_2",90,29,6.67,-14.9976,-147.5843,30.67,44,1.33,0,-0.762265281969635,-0.812297706812152,0.132973008792668,1.7629966179632,0.619483276302921,0.168814652543082,"Atoll","North-east","Moderate","Sediment and turf","Sediment substrate","CCA",-0.116409237403276,3,5.4,1,0.066158885521302,"90_TUARAN2_29",90,75,5,70,0.0667
"1793","Rangiroa_2",90,3,1.33,-14.9976,-147.5843,24,38.67,4,6.67,-0.762265281969635,-0.812297706812152,0.132973008792668,1.7629966179632,0.619483276302921,0.168814652543082,"Atoll","North-east","Moderate","Sediment and turf","Sediment substrate","CCA",-0.116409237403276,3,5.4,1,0.066158885521302,"90_TUARAN2_3",90,75,1,74,0.0133
"1794","Rangiroa_2",90,30,0,-14.9976,-147.5843,18.67,48,12,2.67,-0.762265281969635,-0.812297706812152,0.132973008792668,1.7629966179632,0.619483276302921,0.168814652543082,"Atoll","North-east","Moderate","Sediment and turf","Sediment substrate","CCA",-0.116409237403276,3,5.4,1,0.066158885521302,"90_TUARAN2_30",90,75,0,75,1e-04
"1795","Rangiroa_2",90,4,5.33,-14.9976,-147.5843,36,14.67,25.33,0,-0.762265281969635,-0.812297706812152,0.132973008792668,1.7629966179632,0.619483276302921,0.168814652543082,"Atoll","North-east","Moderate","Sediment and turf","Sediment substrate","CCA",-0.116409237403276,3,5.4,1,0.066158885521302,"90_TUARAN2_4",90,75,4,71,0.0533
"1796","Rangiroa_2",90,5,12,-14.9976,-147.5843,56,5.33,10.67,2.67,-0.762265281969635,-0.812297706812152,0.132973008792668,1.7629966179632,0.619483276302921,0.168814652543082,"Atoll","North-east","Moderate","Sediment and turf","Sediment substrate","CCA",-0.116409237403276,3,5.4,1,0.066158885521302,"90_TUARAN2_5",90,75,9,66,0.12
"1797","Rangiroa_2",90,6,2.66,-14.9976,-147.5843,17.33,32,20,0,-0.762265281969635,-0.812297706812152,0.132973008792668,1.7629966179632,0.619483276302921,0.168814652543082,"Atoll","North-east","Moderate","Sediment and turf","Sediment substrate","CCA",-0.116409237403276,3,5.4,1,0.066158885521302,"90_TUARAN2_6",90,75,2,73,0.0266
"1798","Rangiroa_2",90,7,6.66,-14.9976,-147.5843,24,17.33,18.67,1.33,-0.762265281969635,-0.812297706812152,0.132973008792668,1.7629966179632,0.619483276302921,0.168814652543082,"Atoll","North-east","Moderate","Sediment and turf","Sediment substrate","CCA",-0.116409237403276,3,5.4,1,0.066158885521302,"90_TUARAN2_7",90,75,5,70,0.0666
"1799","Rangiroa_2",90,8,10.67,-14.9976,-147.5843,12,24,12,6.67,-0.762265281969635,-0.812297706812152,0.132973008792668,1.7629966179632,0.619483276302921,0.168814652543082,"Atoll","North-east","Moderate","Sediment and turf","Sediment substrate","CCA",-0.116409237403276,3,5.4,1,0.066158885521302,"90_TUARAN2_8",90,75,8,67,0.1067
"1800","Rangiroa_2",90,9,12,-14.9976,-147.5843,42.67,14.67,16,0,-0.762265281969635,-0.812297706812152,0.132973008792668,1.7629966179632,0.619483276302921,0.168814652543082,"Atoll","North-east","Moderate","Sediment and turf","Sediment substrate","CCA",-0.116409237403276,3,5.4,1,0.066158885521302,"90_TUARAN2_9",90,75,9,66,0.12
"1801","Raroia_1",120,1,5.33,-16.0052,-142.4517,18.67,42.67,6.67,0,-0.818961046945772,-0.876409380762176,-0.0966009788619389,0.664675254597731,0.137479306624579,-0.157643378015365,"Atoll","North-west","Steep","Sediment and turf","Sediment substrate","Sponges",-1.45744365228901,3,6.8,1,0.595429969691715,"120_TUARAR1_1",120,75,4,71,0.0533
"1802","Raroia_1",120,10,2.67,-16.0052,-142.4517,14.67,68,6.67,0,-0.818961046945772,-0.876409380762176,-0.0966009788619389,0.664675254597731,0.137479306624579,-0.157643378015365,"Atoll","North-west","Steep","Sediment and turf","Sediment substrate","Sponges",-1.45744365228901,3,6.8,1,0.595429969691715,"120_TUARAR1_10",120,75,2,73,0.0267
"1803","Raroia_1",120,11,10.67,-16.0052,-142.4517,42.67,44,5.33,0,-0.818961046945772,-0.876409380762176,-0.0966009788619389,0.664675254597731,0.137479306624579,-0.157643378015365,"Atoll","North-west","Steep","Sediment and turf","Sediment substrate","Sponges",-1.45744365228901,3,6.8,1,0.595429969691715,"120_TUARAR1_11",120,75,8,67,0.1067
"1804","Raroia_1",120,12,1.33,-16.0052,-142.4517,6.67,74.67,0,0,-0.818961046945772,-0.876409380762176,-0.0966009788619389,0.664675254597731,0.137479306624579,-0.157643378015365,"Atoll","North-west","Steep","Sediment and turf","Sediment substrate","Sponges",-1.45744365228901,3,6.8,1,0.595429969691715,"120_TUARAR1_12",120,75,1,74,0.0133
"1805","Raroia_1",120,13,1.33,-16.0052,-142.4517,4,78.67,1.33,0,-0.818961046945772,-0.876409380762176,-0.0966009788619389,0.664675254597731,0.137479306624579,-0.157643378015365,"Atoll","North-west","Steep","Sediment and turf","Sediment substrate","Sponges",-1.45744365228901,3,6.8,1,0.595429969691715,"120_TUARAR1_13",120,75,1,74,0.0133
"1806","Raroia_1",120,14,2.67,-16.0052,-142.4517,28,48,8,0,-0.818961046945772,-0.876409380762176,-0.0966009788619389,0.664675254597731,0.137479306624579,-0.157643378015365,"Atoll","North-west","Steep","Sediment and turf","Sediment substrate","Sponges",-1.45744365228901,3,6.8,1,0.595429969691715,"120_TUARAR1_14",120,75,2,73,0.0267
"1807","Raroia_1",120,15,2.67,-16.0052,-142.4517,56,34.67,1.33,0,-0.818961046945772,-0.876409380762176,-0.0966009788619389,0.664675254597731,0.137479306624579,-0.157643378015365,"Atoll","North-west","Steep","Sediment and turf","Sediment substrate","Sponges",-1.45744365228901,3,6.8,1,0.595429969691715,"120_TUARAR1_15",120,75,2,73,0.0267
"1808","Raroia_1",120,16,1.33,-16.0052,-142.4517,26.67,34.67,8,0,-0.818961046945772,-0.876409380762176,-0.0966009788619389,0.664675254597731,0.137479306624579,-0.157643378015365,"Atoll","North-west","Steep","Sediment and turf","Sediment substrate","Sponges",-1.45744365228901,3,6.8,1,0.595429969691715,"120_TUARAR1_16",120,75,1,74,0.0133
"1809","Raroia_1",120,17,1.33,-16.0052,-142.4517,24,44,14.67,0,-0.818961046945772,-0.876409380762176,-0.0966009788619389,0.664675254597731,0.137479306624579,-0.157643378015365,"Atoll","North-west","Steep","Sediment and turf","Sediment substrate","Sponges",-1.45744365228901,3,6.8,1,0.595429969691715,"120_TUARAR1_17",120,75,1,74,0.0133
"1810","Raroia_1",120,18,0,-16.0052,-142.4517,30.67,33.33,18.67,0,-0.818961046945772,-0.876409380762176,-0.0966009788619389,0.664675254597731,0.137479306624579,-0.157643378015365,"Atoll","North-west","Steep","Sediment and turf","Sediment substrate","Sponges",-1.45744365228901,3,6.8,1,0.595429969691715,"120_TUARAR1_18",120,75,0,75,1e-04
"1811","Raroia_1",120,19,4,-16.0052,-142.4517,28,50.67,2.67,0,-0.818961046945772,-0.876409380762176,-0.0966009788619389,0.664675254597731,0.137479306624579,-0.157643378015365,"Atoll","North-west","Steep","Sediment and turf","Sediment substrate","Sponges",-1.45744365228901,3,6.8,1,0.595429969691715,"120_TUARAR1_19",120,75,3,72,0.04
"1812","Raroia_1",120,2,0,-16.0052,-142.4517,48,45.33,2.67,0,-0.818961046945772,-0.876409380762176,-0.0966009788619389,0.664675254597731,0.137479306624579,-0.157643378015365,"Atoll","North-west","Steep","Sediment and turf","Sediment substrate","Sponges",-1.45744365228901,3,6.8,1,0.595429969691715,"120_TUARAR1_2",120,75,0,75,1e-04
"1813","Raroia_1",120,20,0,-16.0052,-142.4517,53.33,14.67,10.67,0,-0.818961046945772,-0.876409380762176,-0.0966009788619389,0.664675254597731,0.137479306624579,-0.157643378015365,"Atoll","North-west","Steep","Sediment and turf","Sediment substrate","Sponges",-1.45744365228901,3,6.8,1,0.595429969691715,"120_TUARAR1_20",120,75,0,75,1e-04
"1814","Raroia_1",120,21,4,-16.0052,-142.4517,46.67,30.67,9.33,0,-0.818961046945772,-0.876409380762176,-0.0966009788619389,0.664675254597731,0.137479306624579,-0.157643378015365,"Atoll","North-west","Steep","Sediment and turf","Sediment substrate","Sponges",-1.45744365228901,3,6.8,1,0.595429969691715,"120_TUARAR1_21",120,75,3,72,0.04
"1815","Raroia_1",120,22,1.33,-16.0052,-142.4517,40,42.67,10.67,0,-0.818961046945772,-0.876409380762176,-0.0966009788619389,0.664675254597731,0.137479306624579,-0.157643378015365,"Atoll","North-west","Steep","Sediment and turf","Sediment substrate","Sponges",-1.45744365228901,3,6.8,1,0.595429969691715,"120_TUARAR1_22",120,75,1,74,0.0133
"1816","Raroia_1",120,23,0,-16.0052,-142.4517,2.67,84,2.67,0,-0.818961046945772,-0.876409380762176,-0.0966009788619389,0.664675254597731,0.137479306624579,-0.157643378015365,"Atoll","North-west","Steep","Sediment and turf","Sediment substrate","Sponges",-1.45744365228901,3,6.8,1,0.595429969691715,"120_TUARAR1_23",120,75,0,75,1e-04
"1817","Raroia_1",120,24,1.33,-16.0052,-142.4517,10.67,74.67,1.33,0,-0.818961046945772,-0.876409380762176,-0.0966009788619389,0.664675254597731,0.137479306624579,-0.157643378015365,"Atoll","North-west","Steep","Sediment and turf","Sediment substrate","Sponges",-1.45744365228901,3,6.8,1,0.595429969691715,"120_TUARAR1_24",120,75,1,74,0.0133
"1818","Raroia_1",120,25,0,-16.0052,-142.4517,42.67,48,2.67,0,-0.818961046945772,-0.876409380762176,-0.0966009788619389,0.664675254597731,0.137479306624579,-0.157643378015365,"Atoll","North-west","Steep","Sediment and turf","Sediment substrate","Sponges",-1.45744365228901,3,6.8,1,0.595429969691715,"120_TUARAR1_25",120,75,0,75,1e-04
"1819","Raroia_1",120,26,4,-16.0052,-142.4517,20,62.67,5.33,0,-0.818961046945772,-0.876409380762176,-0.0966009788619389,0.664675254597731,0.137479306624579,-0.157643378015365,"Atoll","North-west","Steep","Sediment and turf","Sediment substrate","Sponges",-1.45744365228901,3,6.8,1,0.595429969691715,"120_TUARAR1_26",120,75,3,72,0.04
"1820","Raroia_1",120,27,1.33,-16.0052,-142.4517,36,32,9.33,0,-0.818961046945772,-0.876409380762176,-0.0966009788619389,0.664675254597731,0.137479306624579,-0.157643378015365,"Atoll","North-west","Steep","Sediment and turf","Sediment substrate","Sponges",-1.45744365228901,3,6.8,1,0.595429969691715,"120_TUARAR1_27",120,75,1,74,0.0133
"1821","Raroia_1",120,28,2.66,-16.0052,-142.4517,36,48,12,0,-0.818961046945772,-0.876409380762176,-0.0966009788619389,0.664675254597731,0.137479306624579,-0.157643378015365,"Atoll","North-west","Steep","Sediment and turf","Sediment substrate","Sponges",-1.45744365228901,3,6.8,1,0.595429969691715,"120_TUARAR1_28",120,75,2,73,0.0266
"1822","Raroia_1",120,29,5.33,-16.0052,-142.4517,36,40,8,0,-0.818961046945772,-0.876409380762176,-0.0966009788619389,0.664675254597731,0.137479306624579,-0.157643378015365,"Atoll","North-west","Steep","Sediment and turf","Sediment substrate","Sponges",-1.45744365228901,3,6.8,1,0.595429969691715,"120_TUARAR1_29",120,75,4,71,0.0533
"1823","Raroia_1",120,3,6.67,-16.0052,-142.4517,36,46.67,6.67,0,-0.818961046945772,-0.876409380762176,-0.0966009788619389,0.664675254597731,0.137479306624579,-0.157643378015365,"Atoll","North-west","Steep","Sediment and turf","Sediment substrate","Sponges",-1.45744365228901,3,6.8,1,0.595429969691715,"120_TUARAR1_3",120,75,5,70,0.0667
"1824","Raroia_1",120,30,0,-16.0052,-142.4517,22.67,49.33,8,0,-0.818961046945772,-0.876409380762176,-0.0966009788619389,0.664675254597731,0.137479306624579,-0.157643378015365,"Atoll","North-west","Steep","Sediment and turf","Sediment substrate","Sponges",-1.45744365228901,3,6.8,1,0.595429969691715,"120_TUARAR1_30",120,75,0,75,1e-04
"1825","Raroia_1",120,4,0,-16.0052,-142.4517,62.67,20,8,0,-0.818961046945772,-0.876409380762176,-0.0966009788619389,0.664675254597731,0.137479306624579,-0.157643378015365,"Atoll","North-west","Steep","Sediment and turf","Sediment substrate","Sponges",-1.45744365228901,3,6.8,1,0.595429969691715,"120_TUARAR1_4",120,75,0,75,1e-04
"1826","Raroia_1",120,5,0,-16.0052,-142.4517,38.67,45.33,4,0,-0.818961046945772,-0.876409380762176,-0.0966009788619389,0.664675254597731,0.137479306624579,-0.157643378015365,"Atoll","North-west","Steep","Sediment and turf","Sediment substrate","Sponges",-1.45744365228901,3,6.8,1,0.595429969691715,"120_TUARAR1_5",120,75,0,75,1e-04
"1827","Raroia_1",120,6,0,-16.0052,-142.4517,25.33,60,1.33,0,-0.818961046945772,-0.876409380762176,-0.0966009788619389,0.664675254597731,0.137479306624579,-0.157643378015365,"Atoll","North-west","Steep","Sediment and turf","Sediment substrate","Sponges",-1.45744365228901,3,6.8,1,0.595429969691715,"120_TUARAR1_6",120,75,0,75,1e-04
"1828","Raroia_1",120,7,12,-16.0052,-142.4517,18.67,50.67,12,0,-0.818961046945772,-0.876409380762176,-0.0966009788619389,0.664675254597731,0.137479306624579,-0.157643378015365,"Atoll","North-west","Steep","Sediment and turf","Sediment substrate","Sponges",-1.45744365228901,3,6.8,1,0.595429969691715,"120_TUARAR1_7",120,75,9,66,0.12
"1829","Raroia_1",120,8,9.33,-16.0052,-142.4517,48,36,9.33,0,-0.818961046945772,-0.876409380762176,-0.0966009788619389,0.664675254597731,0.137479306624579,-0.157643378015365,"Atoll","North-west","Steep","Sediment and turf","Sediment substrate","Sponges",-1.45744365228901,3,6.8,1,0.595429969691715,"120_TUARAR1_8",120,75,7,68,0.0933
"1830","Raroia_1",120,9,5.34,-16.0052,-142.4517,25.33,48,6.67,0,-0.818961046945772,-0.876409380762176,-0.0966009788619389,0.664675254597731,0.137479306624579,-0.157643378015365,"Atoll","North-west","Steep","Sediment and turf","Sediment substrate","Sponges",-1.45744365228901,3,6.8,1,0.595429969691715,"120_TUARAR1_9",120,75,4,71,0.0534
"1831","Raroia_1",20,1,64,-16.0052,-142.4517,9.33,6.67,1.33,5.33,0.992793872100613,0.467354014673538,0.608670934694847,-1.02249223033771,0.137479306624579,0.352166029891087,"Atoll","North-west","Steep","Porites","Fixed substrate","Macroalgae",0.330602234225304,3,6.8,1,0.595429969691715,"20_TUARAR1_1",20,75,48,27,0.64
"1832","Raroia_1",20,10,68,-16.0052,-142.4517,18.66,6.67,1.33,1.33,0.992793872100613,0.467354014673538,0.608670934694847,-1.02249223033771,0.137479306624579,0.352166029891087,"Atoll","North-west","Steep","Porites","Fixed substrate","Macroalgae",0.330602234225304,3,6.8,1,0.595429969691715,"20_TUARAR1_10",20,75,51,24,0.68
"1833","Raroia_1",20,11,44,-16.0052,-142.4517,21.33,22.67,5.33,0,0.992793872100613,0.467354014673538,0.608670934694847,-1.02249223033771,0.137479306624579,0.352166029891087,"Atoll","North-west","Steep","Porites","Fixed substrate","Macroalgae",0.330602234225304,3,6.8,1,0.595429969691715,"20_TUARAR1_11",20,75,33,42,0.44
"1834","Raroia_1",20,12,81.34,-16.0052,-142.4517,34.67,14.67,4,0,0.992793872100613,0.467354014673538,0.608670934694847,-1.02249223033771,0.137479306624579,0.352166029891087,"Atoll","North-west","Steep","Porites","Fixed substrate","Macroalgae",0.330602234225304,3,6.8,1,0.595429969691715,"20_TUARAR1_12",20,75,61,14,0.8134
"1835","Raroia_1",20,13,88,-16.0052,-142.4517,25.33,9.33,4,1.33,0.992793872100613,0.467354014673538,0.608670934694847,-1.02249223033771,0.137479306624579,0.352166029891087,"Atoll","North-west","Steep","Porites","Fixed substrate","Macroalgae",0.330602234225304,3,6.8,1,0.595429969691715,"20_TUARAR1_13",20,75,66,9,0.88
"1836","Raroia_1",20,14,45.33,-16.0052,-142.4517,20,2.67,5.33,0,0.992793872100613,0.467354014673538,0.608670934694847,-1.02249223033771,0.137479306624579,0.352166029891087,"Atoll","North-west","Steep","Porites","Fixed substrate","Macroalgae",0.330602234225304,3,6.8,1,0.595429969691715,"20_TUARAR1_14",20,75,34,41,0.4533
"1837","Raroia_1",20,15,38.66,-16.0052,-142.4517,16,0,1.33,0,0.992793872100613,0.467354014673538,0.608670934694847,-1.02249223033771,0.137479306624579,0.352166029891087,"Atoll","North-west","Steep","Porites","Fixed substrate","Macroalgae",0.330602234225304,3,6.8,1,0.595429969691715,"20_TUARAR1_15",20,75,29,46,0.3866
"1838","Raroia_1",20,16,76.01,-16.0052,-142.4517,18.66,0,1.33,0,0.992793872100613,0.467354014673538,0.608670934694847,-1.02249223033771,0.137479306624579,0.352166029891087,"Atoll","North-west","Steep","Porites","Fixed substrate","Macroalgae",0.330602234225304,3,6.8,1,0.595429969691715,"20_TUARAR1_16",20,75,57,18,0.7601
"1839","Raroia_1",20,17,81.34,-16.0052,-142.4517,24,9.33,2.67,0,0.992793872100613,0.467354014673538,0.608670934694847,-1.02249223033771,0.137479306624579,0.352166029891087,"Atoll","North-west","Steep","Porites","Fixed substrate","Macroalgae",0.330602234225304,3,6.8,1,0.595429969691715,"20_TUARAR1_17",20,75,61,14,0.8134
"1840","Raroia_1",20,18,39.99,-16.0052,-142.4517,8,6.67,1.33,0,0.992793872100613,0.467354014673538,0.608670934694847,-1.02249223033771,0.137479306624579,0.352166029891087,"Atoll","North-west","Steep","Porites","Fixed substrate","Macroalgae",0.330602234225304,3,6.8,1,0.595429969691715,"20_TUARAR1_18",20,75,30,45,0.3999
"1841","Raroia_1",20,19,32,-16.0052,-142.4517,13.33,21.33,0,0,0.992793872100613,0.467354014673538,0.608670934694847,-1.02249223033771,0.137479306624579,0.352166029891087,"Atoll","North-west","Steep","Porites","Fixed substrate","Macroalgae",0.330602234225304,3,6.8,1,0.595429969691715,"20_TUARAR1_19",20,75,24,51,0.32
"1842","Raroia_1",20,2,85.34,-16.0052,-142.4517,9.33,10.67,0,0,0.992793872100613,0.467354014673538,0.608670934694847,-1.02249223033771,0.137479306624579,0.352166029891087,"Atoll","North-west","Steep","Porites","Fixed substrate","Macroalgae",0.330602234225304,3,6.8,1,0.595429969691715,"20_TUARAR1_2",20,75,64,11,0.8534
"1843","Raroia_1",20,20,70.66,-16.0052,-142.4517,20,14.67,0,0,0.992793872100613,0.467354014673538,0.608670934694847,-1.02249223033771,0.137479306624579,0.352166029891087,"Atoll","North-west","Steep","Porites","Fixed substrate","Macroalgae",0.330602234225304,3,6.8,1,0.595429969691715,"20_TUARAR1_20",20,75,53,22,0.7066
"1844","Raroia_1",20,21,55.99,-16.0052,-142.4517,12,16,1.33,8,0.992793872100613,0.467354014673538,0.608670934694847,-1.02249223033771,0.137479306624579,0.352166029891087,"Atoll","North-west","Steep","Porites","Fixed substrate","Macroalgae",0.330602234225304,3,6.8,1,0.595429969691715,"20_TUARAR1_21",20,75,42,33,0.5599
"1845","Raroia_1",20,22,40,-16.0052,-142.4517,10.67,52,0,0,0.992793872100613,0.467354014673538,0.608670934694847,-1.02249223033771,0.137479306624579,0.352166029891087,"Atoll","North-west","Steep","Porites","Fixed substrate","Macroalgae",0.330602234225304,3,6.8,1,0.595429969691715,"20_TUARAR1_22",20,75,30,45,0.4
"1846","Raroia_1",20,23,38.67,-16.0052,-142.4517,13.33,6.67,0,0,0.992793872100613,0.467354014673538,0.608670934694847,-1.02249223033771,0.137479306624579,0.352166029891087,"Atoll","North-west","Steep","Porites","Fixed substrate","Macroalgae",0.330602234225304,3,6.8,1,0.595429969691715,"20_TUARAR1_23",20,75,29,46,0.3867
"1847","Raroia_1",20,24,28,-16.0052,-142.4517,8,66.67,4,0,0.992793872100613,0.467354014673538,0.608670934694847,-1.02249223033771,0.137479306624579,0.352166029891087,"Atoll","North-west","Steep","Porites","Fixed substrate","Macroalgae",0.330602234225304,3,6.8,1,0.595429969691715,"20_TUARAR1_24",20,75,21,54,0.28
"1848","Raroia_1",20,25,24,-16.0052,-142.4517,13.33,38.67,6.67,0,0.992793872100613,0.467354014673538,0.608670934694847,-1.02249223033771,0.137479306624579,0.352166029891087,"Atoll","North-west","Steep","Porites","Fixed substrate","Macroalgae",0.330602234225304,3,6.8,1,0.595429969691715,"20_TUARAR1_25",20,75,18,57,0.24
"1849","Raroia_1",20,26,93.33,-16.0052,-142.4517,10.67,14.67,2.67,0,0.992793872100613,0.467354014673538,0.608670934694847,-1.02249223033771,0.137479306624579,0.352166029891087,"Atoll","North-west","Steep","Porites","Fixed substrate","Macroalgae",0.330602234225304,3,6.8,1,0.595429969691715,"20_TUARAR1_26",20,75,70,5,0.9333
"1850","Raroia_1",20,27,90.66,-16.0052,-142.4517,1.33,21.33,1.33,6.67,0.992793872100613,0.467354014673538,0.608670934694847,-1.02249223033771,0.137479306624579,0.352166029891087,"Atoll","North-west","Steep","Porites","Fixed substrate","Macroalgae",0.330602234225304,3,6.8,1,0.595429969691715,"20_TUARAR1_27",20,75,68,7,0.9066
"1851","Raroia_1",20,28,59.99,-16.0052,-142.4517,32,24,0,0,0.992793872100613,0.467354014673538,0.608670934694847,-1.02249223033771,0.137479306624579,0.352166029891087,"Atoll","North-west","Steep","Porites","Fixed substrate","Macroalgae",0.330602234225304,3,6.8,1,0.595429969691715,"20_TUARAR1_28",20,75,45,30,0.5999
"1852","Raroia_1",20,29,28,-16.0052,-142.4517,32,5.33,4,0,0.992793872100613,0.467354014673538,0.608670934694847,-1.02249223033771,0.137479306624579,0.352166029891087,"Atoll","North-west","Steep","Porites","Fixed substrate","Macroalgae",0.330602234225304,3,6.8,1,0.595429969691715,"20_TUARAR1_29",20,75,21,54,0.28
"1853","Raroia_1",20,3,53.32,-16.0052,-142.4517,29.33,4,2.67,0,0.992793872100613,0.467354014673538,0.608670934694847,-1.02249223033771,0.137479306624579,0.352166029891087,"Atoll","North-west","Steep","Porites","Fixed substrate","Macroalgae",0.330602234225304,3,6.8,1,0.595429969691715,"20_TUARAR1_3",20,75,40,35,0.5332
"1854","Raroia_1",20,30,48,-16.0052,-142.4517,17.33,5.33,6.67,0,0.992793872100613,0.467354014673538,0.608670934694847,-1.02249223033771,0.137479306624579,0.352166029891087,"Atoll","North-west","Steep","Porites","Fixed substrate","Macroalgae",0.330602234225304,3,6.8,1,0.595429969691715,"20_TUARAR1_30",20,75,36,39,0.48
"1855","Raroia_1",20,4,26.66,-16.0052,-142.4517,14.66,17.33,0,0,0.992793872100613,0.467354014673538,0.608670934694847,-1.02249223033771,0.137479306624579,0.352166029891087,"Atoll","North-west","Steep","Porites","Fixed substrate","Macroalgae",0.330602234225304,3,6.8,1,0.595429969691715,"20_TUARAR1_4",20,75,20,55,0.2666
"1856","Raroia_1",20,5,48,-16.0052,-142.4517,14.67,12,2.67,2.67,0.992793872100613,0.467354014673538,0.608670934694847,-1.02249223033771,0.137479306624579,0.352166029891087,"Atoll","North-west","Steep","Porites","Fixed substrate","Macroalgae",0.330602234225304,3,6.8,1,0.595429969691715,"20_TUARAR1_5",20,75,36,39,0.48
